question,expected_source,question_type,model,baseline_acc,baseline_faith,baseline_rel,baseline_rec,baseline_complete,baseline_mrr,baseline_in_tok,baseline_out_tok,baseline_latency_ms,baseline_cost_usd,baseline_answer,baseline_error,+KG_acc,+KG_faith,+KG_rel,+KG_rec,+KG_complete,+KG_mrr,+KG_in_tok,+KG_out_tok,+KG_latency_ms,+KG_cost_usd,+KG_answer,+KG_error,+multimodal_acc,+multimodal_faith,+multimodal_rel,+multimodal_rec,+multimodal_complete,+multimodal_mrr,+multimodal_in_tok,+multimodal_out_tok,+multimodal_latency_ms,+multimodal_cost_usd,+multimodal_answer,+multimodal_error,+both_acc,+both_faith,+both_rel,+both_rec,+both_complete,+both_mrr,+both_in_tok,+both_out_tok,+both_latency_ms,+both_cost_usd,+both_answer,+both_error
What is the query complexity lower bound for envy-free cake cutting in the Robertson-Webb model?,1705.02946v3.txt,text,llama4-scout,1,1,1,1,1,1.0,458,17,698.9,4.2e-05,Ω​(n2)Ωsuperscript𝑛2\Omega(n^{2}),,1,1,1,1,1,1.0,537,54,2022.4,5.9e-05,"The query complexity lower bound for envy-free cake cutting in the Robertson-Webb model is Ω(n^2).   Additionally, there is another lower bound of ω(log(1/ε)) w",,1,1,1,1,1,1.0,689,23,896.5,6.2e-05,The query complexity lower bound for envy-free cake cutting in the Robertson-Webb model is Ω(n^2).,,1,1,1,1,1,1.0,772,17,1218.6,6.7e-05,The query complexity lower bound for envy-free cake cutting is Ω(n^2).,
What is the name of the framework that treats click bias as a counterfactual effect and debiases user feedback by weighting each click with Inverse Propensity Weights?,1804.05938v2.txt,text,llama4-scout,1,1,1,1,1,1.0,439,8,573.3,3.8e-05,The unbiased learning-to-rank framework.,,1,1,1,1,1,1.0,528,35,1109.2,5.3e-05,The unbiased learning-to-rank framework.   This framework treats click bias as a counterfactual effect and debiases user feedback by weighting each click with I,,1,1,1,1,1,1.0,602,44,934.4,6.1e-05,"The framework is called the ""unbiased learning-to-rank framework"". This framework uses Inverse Propensity Weights (IPW) to debias user feedback by weighting eac",,1,1,1,1,1,1.0,695,41,1941.6,6.8e-05,"The framework is called the ""unbiased learning-to-rank framework"". This framework treats click bias as a counterfactual effect and debiases user feedback by wei",
"What is the dimension of a Grassmann manifold Gr(q,D)?",1611.05742v3.txt,text,llama4-scout,1,1,1,1,1,1.0,430,19,1023.9,4e-05,"The dimension of a Grassmann manifold $Gr(q,D)$ is $q(D-q)$.",,1,1,1,1,1,1.0,501,19,1025.1,4.6e-05,"The dimension of a Grassmann manifold $Gr(q,D)$ is $q(D-q)$.",,1,1,1,1,1,1.0,656,19,595.5,5.8e-05,"The dimension of a Grassmann manifold $Gr(q,D)$ is $q(D-q)$.",,1,1,1,1,1,1.0,731,19,1003.7,6.4e-05,"The dimension of a Grassmann manifold $Gr(q,D)$ is $q(D-q)$.",
What is the goal when performing low-rank matrix and tensor factorizations directly on compressed data?,1706.08146v3.txt,text,llama4-scout,1,1,1,1,1,1.0,469,18,779.0,4.3e-05,"The goal is to recover the low-rank factors in the original, uncompressed domain.",,1,1,1,1,1,1.0,558,18,1024.3,5e-05,"The goal is to recover the low-rank factors in the original, uncompressed domain.",,1,1,1,1,1,1.0,654,18,936.2,5.8e-05,"The goal is to recover the low-rank factors in the original, uncompressed domain.",,1,1,1,1,1,1.0,747,18,835.8,6.5e-05,"The goal is to recover the low-rank factors in the original, uncompressed domain.",
What is the primary advantage of UI-based surveys over traditional survey mediums in mapping survey responses to treatment exposure?,1906.10843v1.txt,text,llama4-scout,1,1,1,1,1,1.0,369,21,811.5,3.6e-05,The primary advantage is that mapping survey responses to treatment exposure is straightforward as surveys are attached to experiences.,,1,1,1,1,1,1.0,437,59,1514.1,5.3e-05,"According to the context passage:  ""1) mapping survey responses to treatment exposure is straightforward as surveys are attached to experiences""  So, the primar",,1,1,1,1,1,1.0,559,11,825.3,4.8e-05,It is straightforward as surveys are attached to experiences.,,1,1,1,1,1,1.0,631,32,1331.3,6e-05,The primary advantage of UI-based surveys over traditional survey mediums in mapping survey responses to treatment exposure is that it is straightforward as sur,
What is the time complexity of key parts of the fast incremental support vector data description (FISVDD) algorithm?,1709.00139v4.txt,text,llama4-scout,1,1,1,1,1,1.0,428,28,1289.0,4.3e-05,"The time complexity of key parts of the FISVDD algorithm is O(k^2), where k is the number of support vectors.",,1,1,1,1,1,1.0,516,36,2662.1,5.2e-05,"The time complexity of key parts of the fast incremental support vector data description (FISVDD) algorithm is O(k^2), where k is the number of support vectors.",,1,1,1,1,1,1.0,657,36,1344.1,6.3e-05,"The time complexity of key parts of the fast incremental support vector data description (FISVDD) algorithm is O(k^2), where k is the number of support vectors.",,1,1,1,1,1,1.0,749,36,1275.7,7.1e-05,"The time complexity of key parts of the fast incremental support vector data description (FISVDD) algorithm is O(k^2), where k is the number of support vectors.",
What is the computational cost per iteration of the state-of-the-art models for learning weighted undirected graphs by Dong et al. (2015) and Kalofolias (2016)?,1710.05654v2.txt,text,llama4-scout,1,1,1,1,1,1.0,474,50,1698.0,5.3e-05,The computational cost per iteration of the state-of-the-art models for learning weighted undirected graphs by Dong et al. (2015) and Kalofolias (2016) is 𝒪​(n2,,1,1,1,1,1,1.0,532,55,2619.4,5.9e-05,The computational cost per iteration of the state-of-the-art models for learning weighted undirected graphs by Dong et al. (2015) and Kalofolias (2016) is $\mat,,1,1,1,1,1,1.0,679,46,1079.5,6.8e-05,The computational cost per iteration of the state-of-the-art models for learning weighted undirected graphs by Dong et al. (2015) and Kalofolias (2016) is 𝒪(n^2,,1,1,1,1,1,1.0,741,46,1532.0,7.3e-05,The computational cost per iteration of the state-of-the-art models for learning weighted undirected graphs by Dong et al. (2015) and Kalofolias (2016) is 𝒪(n^2,
What is the name of the recommender system model proposed by Hongwei Wang et al. in their 2018 CIKM paper?,1803.03467v4.txt,text,llama4-scout,1,1,1,1,1,1.0,475,3,747.7,3.9e-05,RippleNet,,1,0,1,1,1,1.0,542,3,779.4,4.4e-05,RippleNet,,1,1,1,1,1,1.0,631,36,827.9,6.1e-05,"According to the text context, the name of the recommender system model proposed by Hongwei Wang et al. in their 2018 CIKM paper is ""RippleNet"".",,1,1,1,1,1,1.0,702,4,669.6,5.7e-05,RippleNet.,
What is the exact match (EM) score of the single Reinforced Mnemonic Reader model on the SQuAD dataset?,1705.02798v6.txt,text,llama4-scout,1,1,1,1,1,1.0,481,18,649.1,4.4e-05,The exact match (EM) score of the single model is 79.5%.,,1,1,1,1,1,1.0,560,30,1414.4,5.4e-05,The single Reinforced Mnemonic Reader model achieves an exact match (EM) score of 79.5% on the SQuAD dataset.,,1,1,1,1,1,1.0,675,28,996.2,6.2e-05,The exact match (EM) score of the single R.M-Reader model on the SQuAD dataset is 79.5%.,,1,1,1,1,1,1.0,758,29,943.7,6.9e-05,The exact match (EM) score of the single Reinforced Mnemonic Reader model on the SQuAD dataset is 79.5%.,
What percentage of all English Wikipedia articles are considered stubs?,1804.05995v2.txt,text,llama4-scout,1,1,1,1,1,1.0,396,9,1626.2,3.4e-05,37% of all articles are stubs.,,1,1,1,1,1,1.0,468,19,1521.3,4.3e-05,"According to the context passages, 37% of all English Wikipedia articles are considered stubs.",,1,1,1,1,1,1.0,613,9,513.3,5.2e-05,37% of all articles are stubs.,,1,1,1,1,1,1.0,689,19,1056.4,6.1e-05,"According to the text context, 37% of all English Wikipedia articles are considered stubs.",
What framework is introduced to generate intermediate frames with varying content for long-term intervals in low frame rate videos?,1809.00263v5.txt,text,llama4-scout,1,1,1,1,1,1.0,373,24,1535.4,3.7e-05,The SDVI framework is introduced to generate intermediate frames with varying content for long-term intervals in low frame rate videos.,,1,1,1,1,1,1.0,445,54,2291.8,5.2e-05,"The framework introduced is SDVI, a stochastic generation framework that can infill long-term video intervals, specifically designed for videos with frame rates",,1,1,1,1,1,1.0,586,50,1629.4,6.2e-05,"The framework introduced is called SDVI, a stochastic generation framework that can infill long-term video intervals. It uses extended reference frames and a st",,1,1,1,1,1,1.0,662,45,105118.0,6.6e-05,"The framework introduced is called SDVI, which is a stochastic generation framework that can infill long-term video intervals. It uses extended reference frames",
What is the average slowdown for drawing a segmentation annotation compared to labeling the presence of objects in images?,1811.07073v3.txt,text,llama4-scout,1,1,1,1,1,1.0,387,10,535.5,3.4e-05,∼similar-to\sim78x slower.,,1,1,1,1,1,1.0,455,35,2347.9,4.7e-05,"According to the context passage [1811.07073v3.txt], drawing a segmentation annotation is approximately 78x slower than labeling the presence of objects in imag",,1,1,1,1,1,1.0,646,49,5182.1,6.6e-05,"According to the text, drawing a segmentation annotation is ∼78x slower than labeling the presence of objects in images. Therefore, the average slowdown for dra",,1,1,1,1,1,1.0,718,25,1103.7,6.5e-05,"According to the text context, drawing a segmentation annotation is ∼78x slower than labeling the presence of objects in images.",
What does w-ownership guarantee each agent receives in the re-division setting?,1603.00286v5.txt,text,llama4-scout,1,1,1,1,1,1.0,512,47,1668.4,5.5e-05,"According to the context, w-ownership guarantees that every agent receives at least a fraction w of their old value. Specifically, for all agents j, it holds th",,1,1,1,1,1,1.0,591,114,4093.3,8.1e-05,"According to the context passage:  ""The re-allocation satisfies the w-ownership property... if every agent receives at least a fraction w of their old value: Fo",,1,1,1,1,1,1.0,711,76,1261.0,8e-05,"According to the text, w-ownership guarantees that each agent receives at least a fraction w of their old value. Specifically, it is stated that:  Vj(Xj) ≥ w ⋅ ",,1,1,1,1,1,1.0,794,74,1028.8,8.6e-05,"According to the text context, w-ownership guarantees that each agent receives at least a fraction w of their old value. Specifically, it is stated that:  ""Vj(X",
How many HD cameras were used to capture the HUMBI dataset as of November 2019?,1812.00281v3.txt,text,llama4-scout,1,0,1,1,1,1.0,396,2,416.0,3.2e-05,107,,1,1,1,1,1,1.0,473,20,770.0,4.4e-05,"According to the context passage, 107 HD cameras were used to capture the HUMBI dataset.",,1,1,1,1,1,1.0,642,13,901.7,5.5e-05,107 HD cameras were used to capture the HUMBI dataset.,,1,1,1,1,1,1.0,723,82,1706.9,8.2e-05,"According to the text context, as of the document's creation (no specific date mentioned, but referring to [1812.00281v3.txt]), the HUMBI dataset was captured b",
What does one-bit compressed sensing use as the measurement transformation for the signal?,1811.06635v1.txt,text,llama4-scout,1,1,1,1,1,1.0,408,76,2238.0,5.5e-05,"According to the context, one-bit compressed sensing considers quantizing the measurements to one bit, i.e., 𝐲=sign⁡(𝐗​𝜷∗), where the measurement transformation",,1,1,1,1,1,1.0,488,30,1631.6,4.8e-05,"One-bit compressed sensing considers quantizing the measurements to one bit, i.e., 𝐲=sign⁡(𝐗​𝜷∗).",,1,1,1,1,1,1.0,656,34,2733.9,6.3e-05,"One-bit compressed sensing considers quantizing the measurements to one bit, i.e., $\mathbf{y}=\operatorname{sign}(\mathbf{X}\bm{\beta}^{*})$.",,1,1,1,1,1,1.0,740,49,2437.3,7.4e-05,"One-bit compressed sensing considers quantizing the measurements to one bit, i.e., 𝐲=sign⁡(𝐗​𝜷∗), where the signal is represented by 𝜷^∈d and 𝐗 is the design ma",
What term do Wilson and Sperber use to describe the cognitive principle driving warrant reconstruction?,1708.01425v4.txt,text,llama4-scout,1,1,1,1,1,1.0,420,18,603.1,3.9e-05,"The cognitive principle driving warrant reconstruction is referred to as the ""principle of relevance"".",,1,1,1,1,1,1.0,493,65,1197.1,5.9e-05,"The text does not explicitly state what term Wilson and Sperber use to describe the cognitive principle driving warrant reconstruction. However, Wilson and Sper",,1,1,1,1,1,1.0,612,66,1099.8,6.9e-05,"The text does not explicitly state the term used by Wilson and Sperber to describe the cognitive principle driving warrant reconstruction. However, it does ment",,1,1,1,1,1,1.0,689,21,995.4,6.1e-05,"The cognitive principle driving warrant reconstruction, according to Wilson and Sperber, is the principle of relevance.",
What is the name of the secure CNN prediction approach based on Fourier Transform?,1811.08257v1.txt,text,llama4-scout,1,1,1,1,1,1.0,361,5,1195.1,3e-05,FALCON.,,1,1,1,1,1,1.0,378,4,645.5,3.1e-05,FALCON,,1,1,1,1,1,1.0,529,5,501.3,4.4e-05,FALCON.,,1,1,1,1,1,1.0,550,5,827.6,4.6e-05,FALCON.,
What is the Loewenstein information gap used to capitalize on in clickbaiting?,1710.01507v4.txt,text,llama4-scout,1,1,1,1,1,1.0,393,53,1827.0,4.7e-05,"The Loewenstein information gap is used to create and capitalize on curiosity, specifically in clickbaiting, by over-promising or misrepresenting what can be ex",,1,1,1,1,1,1.0,483,117,4077.9,7.4e-05,"According to the provided context, the Loewenstein information gap is used to capitalize on people's curiosity and encourage them to click on clickbait links. S",,1,1,1,1,1,1.0,595,51,2224.6,6.3e-05,"The Loewenstein information gap is used to create and capitalize on curiosity, as part of the clickbaiting process. The text specifically states: ""...it is desi",,1,1,1,1,1,1.0,689,96,3278.6,8.4e-05,"According to the text context, the Loewenstein information gap is used to capitalize on in clickbaiting to create and capitalize on the information gap, specifi",
What percentage of fake news data traffic did online social networks account for during the 2016 US president election?,1805.08751v2.txt,text,llama4-scout,1,1,1,1,1,1.0,388,28,1161.8,3.9e-05,"According to the context, online social networks accounted for more than 41.8% of the fake news data traffic during the election.",,1,1,1,1,1,1.0,477,33,2365.3,4.8e-05,"According to the context, online social networks accounted for more than 41.8% of the fake news data traffic during the 2016 US president election.",,1,1,1,1,1,1.0,660,28,1344.7,6.1e-05,"According to the text, online social networks accounted for more than 41.8% of the fake news data traffic during the election.",,1,1,1,1,1,1.0,753,28,2055.8,6.9e-05,Online social networks accounted for more than 41.8% of the fake news data traffic during the 2016 US president election.,
What unit does the Simple Recurrent Unit (SRU) replace convolutions with?,1709.02755v5.txt,text,llama4-scout,1,1,1,1,1,1.0,392,26,606.2,3.9e-05,"The Simple Recurrent Unit (SRU) replaces convolutions (i.e., n-gram filters) with more recurrent connections.",,1,1,1,1,1,1.0,415,42,2603.0,4.6e-05,"More recurrent connections.   The Simple Recurrent Unit (SRU) replaces the use of convolutions (i.e., n-gram filters), as in QRNN and KNN, with more recurrent c",,1,1,1,1,1,1.0,670,26,784.2,6.1e-05,"The Simple Recurrent Unit (SRU) replaces convolutions (i.e., n-gram filters) with more recurrent connections.",,1,1,1,1,1,1.0,697,4,926.1,5.7e-05,more recurrent connections,
What is the new problem proposed for efficient action search in videos?,1706.04269v2.txt,text,llama4-scout,1,1,1,1,1,1.0,365,35,1774.1,4e-05,"The new problem proposed is called ""action spotting in video"", which is defined as finding a specific action in a video sequence while observing a small portion",,1,1,1,1,1,1.0,446,35,1184.5,4.6e-05,"The new problem proposed is called ""action spotting in video"", which is defined as finding a specific action in a video sequence while observing a small portion",,1,1,1,1,1,1.0,570,34,885.6,5.6e-05,"The new problem proposed is ""action spotting in video"", which is defined as finding a specific action in a video sequence while observing a small portion of tha",,1,1,1,1,1,1.0,655,35,2413.3,6.3e-05,"The new problem proposed is called ""action spotting in video"", which is defined as finding a specific action in a video sequence while observing a small portion",
