question,expected_source,question_type,model,baseline_acc,baseline_faith,baseline_rel,baseline_rec,baseline_complete,baseline_mrr,baseline_in_tok,baseline_out_tok,baseline_latency_ms,baseline_cost_usd,baseline_answer,baseline_error,+KG_acc,+KG_faith,+KG_rel,+KG_rec,+KG_complete,+KG_mrr,+KG_in_tok,+KG_out_tok,+KG_latency_ms,+KG_cost_usd,+KG_answer,+KG_error,+KGret_acc,+KGret_faith,+KGret_rel,+KGret_rec,+KGret_complete,+KGret_mrr,+KGret_in_tok,+KGret_out_tok,+KGret_latency_ms,+KGret_cost_usd,+KGret_answer,+KGret_error
2014 S/S is the debut album of a South Korean boy group that was formed by who?,2014_S_S.txt|Winner_band.txt,hotpot_bridge,gpt4o-mini,1,1,1,0.5,0,1.0,389,23,731.6,7.2e-05,"2014 S/S is the debut album of South Korean group WINNER, which was formed by YG Entertainment.",,0,0,1,0.5,0,1.0,477,4,626.0,7.4e-05,I don't know.,,1,1,1,0.5,0,1.0,548,23,832.8,9.6e-05,"2014 S/S is the debut album of South Korean group WINNER, which was formed by YG Entertainment.",
"What is the name of the singer who's song was released as the lead single from the album ""Confessions"", and that had popular song stuck behind for eight consecutive weeks?",I_Don_t_Wanna_Know.txt|Yeah!_Usher_song.txt,hotpot_bridge,gpt4o-mini,0,0,0,0.5,0,1.0,273,4,531.4,4.3e-05,I don't know.,,0,0,0,0.5,0,1.0,321,4,572.6,5.1e-05,I don't know.,,1,1,1,1.0,1,1.0,553,6,4087.7,8.7e-05,The singer is Usher.,
Which American film director hosted the 18th Independent Spirit Awards in 2002?,18th_Independent_Spirit_Awards.txt|John_Waters.txt,hotpot_bridge,gpt4o-mini,1,0,1,0.5,0,1.0,283,15,592.4,5.1e-05,John Waters hosted the 18th Independent Spirit Awards in 2002.,,1,1,1,0.5,0,1.0,296,15,631.9,5.3e-05,John Waters hosted the 18th Independent Spirit Awards in 2002.,,1,0,1,0.5,0,1.0,472,15,689.3,8e-05,John Waters hosted the 18th Independent Spirit Awards in 2002.,
What is the nickname of the city where Darling's Waterfront Pavilion is located?,Bangor_Maine.txt|Darling_s_Waterfront_Pavilion.txt,hotpot_bridge,gpt4o-mini,0,0,1,0.5,0,1.0,258,19,663.5,5e-05,The nickname of the city where Darling's Waterfront Pavilion is located is not provided in the context.,,1,0,1,0.5,0,1.0,331,15,661.1,5.9e-05,The nickname of the city where Darling's Waterfront Pavilion is located is Bangor.,,1,1,1,0.5,0,1.0,507,15,678.5,8.5e-05,The nickname of the city where Darling's Waterfront Pavilion is located is Bangor.,
" The name ""Mountbatten-Windsor"" applies to male-line descendants of the Queen without royal styles and titles which is a Eurpean dynasty resulting in what family?",Mountbatten-Windsor.txt|Mountbatten_family.txt,hotpot_bridge,gpt4o-mini,1,1,1,1.0,1,1.0,388,56,935.6,9.2e-05,"The name ""Mountbatten-Windsor"" applies to male-line descendants of Queen Elizabeth II and Prince Philip, Duke of Edinburgh, and is associated with the Mountbatt",,1,1,1,1.0,1,1.0,450,71,1598.2,0.00011,"The name ""Mountbatten-Windsor"" applies to male-line descendants of Queen Elizabeth II and Prince Philip, Duke of Edinburgh, which is a personal surname. It does",,1,1,1,1.0,1,1.0,640,52,965.7,0.000127,"The name ""Mountbatten-Windsor"" applies to male-line descendants of Queen Elizabeth II and Prince Philip, Duke of Edinburgh, which is a branch of the Mountbatten",
Which American film actor and dancer starred in the 1945 film Johnny Angel?,George_Raft.txt|Johnny_Angel.txt,hotpot_bridge,gpt4o-mini,1,1,1,0.5,0,1.0,286,21,643.1,5.6e-05,The American film actor and dancer who starred in the 1945 film Johnny Angel is George Raft.,,1,1,1,0.5,0,1.0,378,13,786.0,6.4e-05,George Raft starred in the 1945 film Johnny Angel.,,1,1,1,1.0,1,1.0,570,13,707.6,9.3e-05,George Raft starred in the 1945 film Johnny Angel.,
James Fieser received his B.A. from what liberal arts work college that was founded in 1855?,Berea_College.txt|James_Fieser.txt,hotpot_bridge,gpt4o-mini,1,1,1,0.5,0,1.0,295,14,662.1,5.3e-05,James Fieser received his B.A. from Berea College.,,0,1,1,0.5,0,1.0,416,4,635.9,6.5e-05,I don't know.,,1,1,1,1.0,1,1.0,504,14,608.6,8.4e-05,James Fieser received his B.A. from Berea College.,
"What is the name for the adventure in ""Tunnels and Trolls"", a game designed by Ken St. Andre?",Arena_of_Khazan.txt|Tunnels_&amp;_Trolls.txt,hotpot_bridge,gpt4o-mini,1,1,1,1.0,1,1.0,262,20,1289.8,5.1e-05,"The name for the adventure in ""Tunnels & Trolls"" is ""Arena of Khazan.""",,1,1,1,1.0,1,1.0,282,20,659.0,5.4e-05,"The name of the adventure in ""Tunnels & Trolls"" is ""Arena of Khazan.""",,1,1,1,1.0,1,1.0,398,20,855.1,7.2e-05,"The name for the adventure in ""Tunnels and Trolls"" is ""Arena of Khazan.""",
"What year was the film that starred the composer for ""The Naked Brothers Band""?",Nat_Wolff.txt|The_Fault_in_Our_Stars_film.txt,hotpot_bridge,gpt4o-mini,0,0,0,0.0,0,0.0,330,4,484.9,5.2e-05,I don't know.,,0,0,0,0.0,0,0.0,402,4,486.8,6.3e-05,I don't know.,,0,0,0,0.0,0,0.0,526,4,555.0,8.1e-05,I don't know.,
When was the palace founded at which Columba de Dunbar died in 1435?,Columba_de_Dunbar.txt|Spynie_Palace.txt,hotpot_bridge,gpt4o-mini,0,0,1,0.5,0,1.0,327,4,615.4,5.1e-05,I don't know.,,0,0,1,0.5,0,1.0,391,4,520.2,6.1e-05,I don't know.,,0,0,1,1.0,1,1.0,431,4,869.7,6.7e-05,I don't know.,
What arcade game is named after the only player in major league history to have a 0.300 batting average for 7 consecutive seasons?,Frank_Thomas_Big_Hurt.txt|Frank_Thomas_designated_hitter.txt,hotpot_bridge,gpt4o-mini,0,0,0,0.5,0,0.333,377,4,533.5,5.9e-05,I don't know.,,0,0,0,0.5,0,0.333,428,4,540.6,6.7e-05,I don't know.,,0,0,0,0.5,0,0.333,627,4,511.8,9.6e-05,I don't know.,
What was the position of Jean Baptiste Androuet du Cerceau under the man who was King of the Polish-Lithuanian Commonwealth from 1573 to 1575?,Henry_III_of_France.txt|Jean_Baptiste_Androuet_du_Cerceau.txt,hotpot_bridge,gpt4o-mini,0,0,1,0.0,0,0.0,298,4,860.7,4.7e-05,I don't know.,,0,0,1,0.0,0,0.0,360,4,516.6,5.6e-05,I don't know.,,0,0,1,0.5,0,0.2,552,44,1095.9,0.000109,The context does not provide information about Jean Baptiste Androuet du Cerceau's position under the King of the Polish-Lithuanian Commonwealth from 1573 to 15,
What is the middle name of the actress who plays Bobbi Bacha in Suburban Madness?,Bobbi_Bacha.txt|Sela_Ward.txt,hotpot_bridge,gpt4o-mini,0,0,1,0.5,0,1.0,281,4,549.7,4.5e-05,I don't know.,,0,0,1,0.5,0,1.0,383,4,502.6,6e-05,I don't know.,,0,0,1,0.5,0,1.0,413,4,847.4,6.4e-05,I don't know.,
"A Japanese manga series based on a 16 year old high school student Ichitaka Seto, is written and illustrated by someone born in what year?",I&quot;s.txt|Masakazu_Katsura.txt,hotpot_bridge,gpt4o-mini,0,0,0,0.5,0,1.0,463,4,636.9,7.2e-05,I don't know.,,0,0,0,0.5,0,1.0,542,4,677.0,8.4e-05,I don't know.,,0,0,0,0.5,0,1.0,744,4,485.7,0.000114,I don't know.,
"The songs from the sountrack to ""When Harry Met Sally"" are performed by a singer that has had how many top 20 US albums?",Harry_Connick_Jr..txt|When_Harry_Met_Sally..._soundtrack.txt,hotpot_bridge,gpt4o-mini,0,0,1,0.5,0,1.0,285,4,509.9,4.5e-05,I don't know.,,0,0,1,0.5,0,1.0,324,4,477.5,5.1e-05,I don't know.,,0,0,1,0.5,0,1.0,462,4,505.8,7.2e-05,I don't know.,
Which suburb is a soap opera featuring a character named Beverly Marshall set in?,Beverly_Marshall.txt|Ramsay_Street.txt,hotpot_bridge,gpt4o-mini,1,1,1,1.0,1,1.0,372,7,683.2,6e-05,The suburb is Erinsborough.,,1,0,1,1.0,1,1.0,472,21,1426.8,8.3e-05,The soap opera featuring a character named Beverly Marshall is set in the fictional Melbourne suburb of Erinsborough.,,1,1,1,1.0,1,1.0,584,7,677.8,9.2e-05,The suburb is Erinsborough.,
Chris Williams last played for which football club from the National League North?,Chris_Williams_English_footballer.txt|Salford_City_F.C..txt,hotpot_bridge,gpt4o-mini,1,1,1,0.5,0,1.0,259,9,626.3,4.4e-05,Chris Williams last played for Salford City.,,1,0,1,0.5,0,1.0,365,19,743.7,6.6e-05,"Chris Williams last played for Salford City, which is a club in the National League North.",,1,1,1,1.0,1,1.0,413,9,607.0,6.7e-05,Chris Williams last played for Salford City.,
What distinction is held by the former NBA player who was a member of the Charlotte Hornets during their 1992-93 season and was head coach for the WNBA team Charlotte Sting?,199293_Charlotte_Hornets_season_5737e5.txt|Muggsy_Bogues.txt,hotpot_bridge,gpt4o-mini,0,0,1,0.5,0,1.0,257,53,884.5,7e-05,The distinction held by the former NBA player who was a member of the Charlotte Hornets during their 1992-93 season and was head coach for the WNBA team Charlot,,0,0,0,0.5,0,1.0,344,4,513.7,5.4e-05,I don't know.,,1,0,1,1.0,1,1.0,499,51,1081.4,0.000105,The distinction held by Muggsy Bogues is that he was a former NBA player who was a member of the Charlotte Hornets during their 1992-93 season and later became ,
"Who is Bruce Spizer an expert on, known as the most influential act of the rock era?",Bruce_Spizer.txt|The_Beatles.txt,hotpot_bridge,gpt4o-mini,1,1,1,0.5,0,1.0,313,25,1479.4,6.2e-05,"Bruce Spizer is an expert on The Beatles, who are recognized as one of the most influential acts of the rock era.",,1,1,1,0.5,0,1.0,326,33,748.0,6.9e-05,"Bruce Spizer is an expert on The Beatles, but the most influential act of the rock era, as declared by Billboard historian Joel Whitburn, is Elvis Presley.",,1,1,1,0.5,0,1.0,564,23,710.8,9.8e-05,"Bruce Spizer is an expert on The Beatles, who are recognized as the most influential act of the rock era.",
"Which Netflix series ""Unbreakable"" character is Elizabeth Claire Kemper known for playing?",Ellie_Kemper.txt|Kimmy_Schmidt.txt,hotpot_bridge,gpt4o-mini,1,1,1,1.0,1,1.0,299,30,892.1,6.3e-05,"Elizabeth Claire Kemper is known for playing the character Kimberly Couger ""Kimmy"" Schmidt in the Netflix series ""Unbreakable Kimmy Schmidt.""",,1,1,1,1.0,1,1.0,421,25,1061.8,7.8e-05,"Elizabeth Claire Kemper is known for playing the character Kimmy Schmidt in the Netflix series ""Unbreakable Kimmy Schmidt.""",,1,1,1,1.0,1,1.0,517,25,1984.5,9.3e-05,"Elizabeth Claire Kemper is known for playing the character Kimmy Schmidt in the Netflix series ""Unbreakable Kimmy Schmidt.""",
Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,Alvaro_Mexia.txt|Indigenous_peoples_of_Florida.txt,hotpot_bridge,gpt4o-mini,0,1,1,0.5,0,1.0,299,15,625.1,5.4e-05,Alvaro Mexia had a diplomatic mission with the Ais native population.,,0,1,1,0.5,0,1.0,370,15,571.6,6.4e-05,Alvaro Mexia had a diplomatic mission with the Ais native population.,,0,1,1,0.5,0,1.0,493,15,621.2,8.3e-05,Alvaro Mexia had a diplomatic mission with the Ais native population.,
"Marcus Wayne Garland spent nine seasons with an American professional baseball team that is based in Baltimore, Maryland, and was one of the AMerican League's original eight charter franchises when the league was established in what year?",Baltimore_Orioles.txt|Wayne_Garland.txt,hotpot_bridge,gpt4o-mini,1,1,1,1.0,1,1.0,375,10,596.9,6.2e-05,The American League was established in 1901.,,1,1,1,1.0,1,1.0,482,10,685.7,7.8e-05,The American League was established in 1901.,,1,1,1,1.0,1,1.0,578,36,821.0,0.000108,"The American professional baseball team that Marcus Wayne Garland spent nine seasons with is the Baltimore Orioles, which was one of the American League's origi",
The lamp used in many lighthouses is similiar to this type of lamp patented in 1780 by Aimé Argand?,Argand_lamp.txt|Lewis_lamp.txt,hotpot_bridge,gpt4o-mini,1,1,1,1.0,1,1.0,311,26,770.7,6.2e-05,The lamp used in many lighthouses is similar to the Argand lamp patented in 1780 by Aimé Argand.,,1,1,1,1.0,1,1.0,352,33,881.7,7.3e-05,"Yes, the lamp used in many lighthouses, the Lewis lamp, is similar to the Argand lamp patented in 1780 by Aimé Argand.",,1,1,1,1.0,1,1.0,409,26,757.0,7.7e-05,The lamp used in many lighthouses is similar to the Argand lamp patented in 1780 by Aimé Argand.,
What amount was the settlement that the character from the Son of al Quada got in 2017?,Omar_Khadr.txt|Son_of_al_Qaeda.txt,hotpot_bridge,gpt4o-mini,1,1,1,0.5,0,1.0,332,24,608.9,6.4e-05,The settlement amount that Omar Khadr received in 2017 was $10.5 million (USD 8 million).,,1,1,1,0.5,0,1.0,360,19,675.3,6.5e-05,The settlement amount that Omar Khadr received in 2017 was $10.5 million.,,1,1,1,0.5,0,1.0,499,24,728.6,8.9e-05,The settlement amount that Omar Khadr received in 2017 was $10.5 million (USD 8 million).,
Where was the world cup hosted that Algeria qualified for the first time into the round of 16?,2014_FIFA_World_Cup.txt|Algeria_at_the_FIFA_World_Cup.txt,hotpot_bridge,gpt4o-mini,0,1,0,0.5,0,1.0,258,4,503.5,4.1e-05,I don't know.,,0,0,0,0.5,0,1.0,366,4,776.6,5.7e-05,I don't know.,,0,1,1,0.5,0,1.0,504,27,915.7,9.2e-05,The context does not provide information about where the World Cup was hosted when Algeria qualified for the first time into the round of 16.,
"What airport serviced by American Airlines Shuttle, is also the largest airport in the New England region and 17th busiest in the U.S?",American_Airlines_Shuttle.txt|Logan_International_Airport.txt,hotpot_bridge,gpt4o-mini,1,0,1,1.0,1,1.0,323,5,565.9,5.1e-05,Logan International Airport.,,1,0,1,1.0,1,1.0,422,33,849.6,8.3e-05,The airport serviced by American Airlines Shuttle that is also the largest airport in the New England region and 17th busiest in the U.S. is Logan International,,1,1,1,1.0,1,1.0,504,35,730.1,9.7e-05,Logan International Airport in Boston is serviced by American Airlines Shuttle and is the largest airport in the New England region as well as the 17th busiest ,
In which city is the ambassador of the Rabat-Salé-Kénitra administrative region to China based?,Moroccan_Ambassador_to_China.txt|Rabat.txt,hotpot_bridge,gpt4o-mini,1,1,1,1.0,1,1.0,224,21,611.6,4.6e-05,The ambassador of the Rabat-Salé-Kénitra administrative region to China is based in Beijing.,,1,1,1,1.0,1,1.0,300,43,1044.3,7.1e-05,"The ambassador of the Rabat-Salé-Kénitra administrative region to China is based in Beijing, as he is the official representative of the Government in Rabat to ",,1,0,1,1.0,1,1.0,421,21,676.9,7.6e-05,The ambassador of the Rabat-Salé-Kénitra administrative region to China is based in Beijing.,
Alice David is the voice of Lara Croft in a video game developed by which company ?,Alice_David.txt|Tomb_Raider_2013_video_game.txt,hotpot_bridge,gpt4o-mini,0,0,0,0.0,0,0.0,398,4,727.4,6.2e-05,I don't know.,,0,0,0,0.0,0,0.0,510,4,443.4,7.9e-05,I don't know.,,1,1,1,0.5,0,0.2,505,30,824.2,9.4e-05,"Alice David is the voice of Lara Croft in the video game ""Tomb Raider,"" which was developed by Core Design and later by Crystal Dynamics.",
The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996?,America_East_Conference.txt|Vermont_Catamounts_men_s_soccer.txt,hotpot_bridge,gpt4o-mini,0,0,1,0.5,0,1.0,356,4,719.3,5.6e-05,I don't know.,,0,0,1,0.5,0,1.0,473,4,607.6,7.3e-05,I don't know.,,0,0,1,0.5,0,1.0,605,4,477.3,9.3e-05,I don't know.,
Which Kentucky Writers Hall of Fame author has had works published by Dim Gray Bar Press?,Dim_Gray_Bar_Press.txt|Wendell_Berry.txt,hotpot_bridge,gpt4o-mini,1,1,1,1.0,1,1.0,357,14,658.7,6.2e-05,Wendell Berry has had works published by Dim Gray Bar Press.,,1,1,1,1.0,1,1.0,424,14,727.4,7.2e-05,Wendell Berry has had works published by Dim Gray Bar Press.,,1,1,1,1.0,1,1.0,578,23,598.7,0.0001,Wendell Berry is the Kentucky Writers Hall of Fame author who has had works published by Dim Gray Bar Press.,
"Considered the strongest recorded tropical cyclone, which cyclone had a film made about it in 2007?",1999_Odisha_cyclone.txt|Kathantara.txt,hotpot_bridge,gpt4o-mini,0,0,0,0.5,0,1.0,397,4,633.1,6.2e-05,I don't know.,,0,0,0,0.5,0,1.0,429,4,506.6,6.7e-05,I don't know.,,0,0,1,0.5,0,1.0,641,31,862.4,0.000115,"Super Cyclonic Storm Gonu is considered the strongest tropical cyclone on record in the Arabian Sea, and a film was made about it in 2007.",
Ralph Hefferline was a psychology professor at a university that is located in what city?,Columbia_University.txt|Ralph_Hefferline.txt,hotpot_bridge,gpt4o-mini,1,1,1,0.5,0,1.0,215,21,749.7,4.5e-05,"Ralph Hefferline was a psychology professor at Columbia University, which is located in New York City.",,1,1,1,0.5,0,1.0,256,21,833.6,5.1e-05,"Ralph Hefferline was a psychology professor at Columbia University, which is located in New York City.",,1,1,1,0.5,0,1.0,369,21,1114.7,6.8e-05,"Ralph Hefferline was a psychology professor at Columbia University, which is located in New York City.",
What year was the brother of this first round draft pick by the Washington Redskins drafted?,Boss_Bailey.txt|Champ_Bailey.txt,hotpot_bridge,gpt4o-mini,0,0,1,0.0,0,0.0,323,4,448.9,5.1e-05,I don't know.,,0,0,1,0.0,0,0.0,408,4,472.6,6.4e-05,I don't know.,,1,0,1,0.5,0,0.25,496,16,2123.5,8.4e-05,"The brother of Champ Bailey, Boss Bailey, was drafted in 2003.",
What american actress/singer born in 1956 recorded the song Something there for beauty and the beast?,Paige_O_Hara.txt|Something_There.txt,hotpot_bridge,gpt4o-mini,1,1,1,0.5,0,1.0,350,31,765.7,7.1e-05,"The American actress/singer born in 1956 who recorded the song ""Something There"" for ""Beauty and the Beast"" is Paige O'Hara.",,0,0,1,0.5,0,1.0,431,4,787.4,6.7e-05,I don't know.,,1,1,1,0.5,0,1.0,583,26,746.7,0.000103,"The American actress/singer who recorded the song ""Something There"" for ""Beauty and the Beast"" is Paige O'Hara.",
The Memphis Hustle are based in a suburb of a city with a population of what in 2010?,Memphis_Hustle.txt|Southaven_Mississippi.txt,hotpot_bridge,gpt4o-mini,0,0,1,0.5,0,1.0,320,28,649.6,6.5e-05,"The Memphis Hustle are based in a suburb of Memphis, which had a population of 1,369,548 according to census estimates.",,0,0,1,0.5,0,1.0,403,39,895.2,8.4e-05,"The Memphis Hustle are based in Southaven, Mississippi, which is a suburb of Memphis. The population of Memphis in 2010 was 1,369,548 according to census estima",,1,1,1,1.0,1,1.0,476,27,1017.6,8.8e-05,"The Memphis Hustle are based in Southaven, which had a population of 48,982 according to the 2010 census.",
The football manager who recruited David Beckham managed Manchester United during what timeframe?,199596_Manchester_United_F.C._season_3f9756.txt|Alex_Ferguson.txt,hotpot_bridge,gpt4o-mini,1,0,1,0.0,0,0.0,341,46,930.6,7.9e-05,"The football manager who recruited David Beckham, Sir Alex Ferguson, managed Manchester United from 1986 to 2013. However, the context provided does not specify",,1,0,1,0.0,0,0.0,408,40,916.2,8.5e-05,"David Beckham was recruited by Manchester United, which was managed by Sir Alexander Matthew Busby from 1945 to 1969 and again for the second half of the 1970–7",,1,1,1,1.0,1,0.25,475,24,780.0,8.6e-05,"The football manager who recruited David Beckham, Sir Alex Ferguson, managed Manchester United from 1986 to 2013.",
What major city is the Faith Lutheran Middle School and High School located by?,Faith_Lutheran_Middle_School_&amp;_High_School.txt|Summerlin_Nevada.txt,hotpot_bridge,gpt4o-mini,1,1,1,0.5,0,0.333,351,16,677.7,6.2e-05,"The Faith Lutheran Middle School & High School is located by Las Vegas, Nevada.",,1,1,1,0.5,0,0.333,364,39,949.8,7.8e-05,"The Faith Lutheran Middle School & High School is located in Summerlin, Clark County, Nevada, which serves the Las Vegas Valley. Therefore, the major city it is",,1,1,1,0.5,0,0.333,568,38,1428.1,0.000108,"Faith Lutheran Middle School & High School is located in Summerlin, Clark County, Nevada, which serves the Las Vegas Valley. Therefore, the major city it is loc",
Where did the descendants of the group of black Indians associated with the Seminole people settle?,Black_Seminoles.txt|Mascogos.txt,hotpot_bridge,gpt4o-mini,1,1,1,0.5,0,1.0,347,20,843.4,6.4e-05,The descendants of the group of black Indians associated with the Seminole people settled in Florida and Oklahoma.,,1,1,1,0.5,0,1.0,436,20,738.2,7.7e-05,The descendants of the group of black Indians associated with the Seminole people settled in Florida and Oklahoma.,,1,1,1,0.5,0,1.0,559,20,2536.2,9.6e-05,The descendants of the group of black Indians associated with the Seminole people settled in Florida and Oklahoma.,
D1NZ is a series based on what oversteering technique?,D1NZ.txt|Drifting_motorsport.txt,hotpot_bridge,gpt4o-mini,1,1,1,1.0,1,1.0,356,12,553.1,6.1e-05,D1NZ is a series based on the drifting technique.,,1,1,1,1.0,1,1.0,391,26,868.1,7.4e-05,"D1NZ is a series based on the drifting technique, where the driver intentionally oversteers while maintaining control of the car.",,1,1,1,1.0,1,1.0,573,23,850.9,0.0001,"D1NZ is a series based on drifting, which is a driving technique where the driver intentionally oversteers.",
What is the population according to the 2007 population census of the city in which the National Archives and Library of Ethiopia is located?,Addis_Ababa.txt|National_Archives_and_Library_of_Ethiopia.txt,hotpot_bridge,gpt4o-mini,0,0,1,0.5,0,1.0,302,4,802.0,4.8e-05,I don't know.,,0,0,1,0.5,0,1.0,388,4,630.6,6.1e-05,I don't know.,,1,1,1,1.0,1,1.0,499,22,1072.0,8.8e-05,"The population of Addis Ababa according to the 2007 population census is 3,384,569.",
