question,expected_source,question_type,model,baseline_acc,baseline_faith,baseline_rel,baseline_rec,baseline_complete,baseline_mrr,baseline_in_tok,baseline_out_tok,baseline_latency_ms,baseline_cost_usd,baseline_answer,baseline_error,+KG_acc,+KG_faith,+KG_rel,+KG_rec,+KG_complete,+KG_mrr,+KG_in_tok,+KG_out_tok,+KG_latency_ms,+KG_cost_usd,+KG_answer,+KG_error,+multimodal_acc,+multimodal_faith,+multimodal_rel,+multimodal_rec,+multimodal_complete,+multimodal_mrr,+multimodal_in_tok,+multimodal_out_tok,+multimodal_latency_ms,+multimodal_cost_usd,+multimodal_answer,+multimodal_error,+both_acc,+both_faith,+both_rel,+both_rec,+both_complete,+both_mrr,+both_in_tok,+both_out_tok,+both_latency_ms,+both_cost_usd,+both_answer,+both_error
What are the matrix factor percentages for DMEM/F12 and Fetal M199 at concentrations of 0.01 and 10.0 µg/mL?,PMC6035002_00013_table0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,425,4,668.0,6.6e-05,I don't know.,,0,0,0,0,0,0.0,477,4,627.9,7.4e-05,I don't know.,,0,0,0,1,1,0.5,8931,4,957.1,0.001342,I don't know.,,0,0,1,1,1,0.5,8987,34,1357.7,0.001368,I don't know the matrix factor percentages for DMEM/F12 and Fetal M199 at concentrations of 0.01 and 10.0 µg/mL.,
What images are used for the go trials in the task setup?,PMC4596151_00004_figure0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,546,4,522.8,8.4e-05,I don't know.,,0,1,1,0,0,0.0,584,37,955.3,0.00011,"The images used for the go trials in the task setup include unaltered faces and altered faces, with 32 trials presenting unaltered faces and 32 trials with alte",,1,0,1,1,1,1.0,9052,32,2036.1,0.001377,"The images used for the ""go"" trials in the task setup are:  1. Grapes (100% go) 2. Socks (50% go)",,1,1,1,1,1,1.0,9094,34,1497.6,0.001384,"The images used for the ""go"" trials in the task setup are:  1. Grapes (100% go) 2. Striped socks (50% go)",
How are synthetic microbial communities categorized based on the type of mix and the number of FMG strains missing?,PMC6061470_00004_table0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,459,4,650.8,7.1e-05,I don't know.,,0,0,0,0,0,0.0,484,4,573.6,7.5e-05,I don't know.,,0,0,0,0,0,0.0,8965,4,1316.2,0.001347,I don't know.,,0,0,0,0,0,0.0,8994,24,1276.2,0.001363,I don't know how synthetic microbial communities are categorized based on the type of mix and the number of FMG strains missing.,
What genetic mutations are associated with ovarian cancer development?,PMC3537528_00006_figure0.png,figure,gpt4o-mini,1,1,1,0,0,0.0,472,42,1489.8,9.6e-05,Mutations in the TP53 gene are associated with the early development of high-grade serous (HGS) ovarian cancer. More than 96% of patients with HGS cancer have m,,1,1,1,0,0,0.0,531,42,1419.6,0.000105,Mutations in the TP53 gene are associated with the early development of high-grade serous (HGS) ovarian cancer. More than 96% of patients with HGS cancer have m,,1,1,1,0,0,0.0,8978,86,2927.2,0.001398,The text indicates that mutations in the TP53 gene are associated with the development of high-grade serous (HGS) ovarian cancer. More than 96% of patients with,,1,0,1,0,0,0.0,9041,107,2627.9,0.00142,The text context indicates that mutations in the TP53 gene are associated with the early development of high-grade serous (HGS) ovarian cancer. More than 96% of,
What measurements are compared between the right and left conchae bullosa?,PMC3541255_00002_table1.png,figure,gpt4o-mini,0,1,1,0,0,0.0,484,33,1063.5,9.2e-05,The frequency of concha bullosa is compared between the left side (16.0% of patients) and the right side (27.6% of patients).,,0,0,0,0,0,0.0,497,4,592.7,7.7e-05,I don't know.,,0,0,1,0,0,0.0,8990,113,3064.3,0.001416,The measurements compared between the right and left conchae bullosa include:  - Conchae bullosa - Maxillary sinus - Frontal sinus - Anterior ethmoid sinus - Po,,0,0,1,0,0,0.0,9007,75,1627.2,0.001396,The measurements compared between the right and left conchae bullosa include:  - Conchae bullosa - Maxillary sinus - Frontal sinus - Anterior ethmoid sinus - Po,
What metrics are related to fast gait speed conditions?,PMC5397518_00006_table0.png,figure,gpt4o-mini,1,1,1,0,0,0.0,423,98,2169.5,0.000122,"The metrics related to fast gait speed conditions include the duration of gait phases and the RMS of angular velocity around the AP (anterior-posterior) axis, a",,0,0,0,0,0,0.0,436,4,660.8,6.8e-05,I don't know.,,1,0,1,0,0,0.0,14596,105,2079.1,0.002252,The metrics related to fast gait speed conditions mentioned in the text context include:  1. **Duration of gait phases**: Significant differences were found in ,,1,0,1,0,0,0.0,14613,133,3370.7,0.002272,"The text context mentions several kinematic parameters related to gait conditions, particularly focusing on fast gait speed (FS) conditions. The metrics identif",
What descriptive statistics are provided for healthcare-related input and output variables?,PMC5423988_00002_table0.png,figure,gpt4o-mini,0,1,1,0,0,0.0,471,41,1124.1,9.5e-05,"The context mentions that simple descriptive statistics such as mean and standard deviation (SD) were used for continuous variables, while numbers (percentages)",,0,1,1,0,0,0.0,496,17,1197.8,8.5e-05,The descriptive statistics provided for healthcare-related input and output variables include mean and standard deviation.,,0,0,1,1,1,0.333,8977,73,1616.8,0.00139,The text context does not provide specific descriptive statistics for healthcare-related input and output variables. It mentions the use of simple descriptive s,,0,0,1,1,1,0.333,9006,70,1864.3,0.001393,The provided text does not specify any descriptive statistics for healthcare-related input and output variables. It mentions the use of simple descriptive stati,
What treatments affect NF-κB p65 nuclear localization?,PMC5228585_00006_figure0.png,figure,gpt4o-mini,1,1,1,0,0,0.0,467,53,983.2,0.000102,The context mentions that treatment with EMS inhibits TNF-α induced MMP-1 expression by suppressing NF-κB nuclear localization in human dermal fibroblasts (HDFs,,0,0,0,0,0,0.0,480,4,611.2,7.4e-05,I don't know.,,1,0,1,0,0,0.0,8973,54,2534.7,0.001378,The text context mentions that treatment with EMS inhibits TNF-α induced MMP-1 expression by suppressing NF-κB nuclear localization in human dermal fibroblasts ,,1,0,1,0,0,0.0,8990,54,2209.0,0.001381,The text context mentions that treatment with EMS inhibits TNF-α induced MMP-1 expression by suppressing NF-κB nuclear localization in human dermal fibroblasts ,
What metrics decline over time during enzyme replacement therapy over 10 years?,PMC5760608_00003_figure0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,505,4,498.4,7.8e-05,I don't know.,,0,0,0,0,0,0.0,518,4,1113.9,8e-05,I don't know.,,0,0,0,1,1,0.333,9011,32,2019.5,0.001371,"The provided text context does not specify which metrics decline over time during enzyme replacement therapy over 10 years. Therefore, I don't know the answer t",,0,0,0,1,1,0.333,9028,4,1052.3,0.001357,I don't know.,
What information is provided about genes associated with MODY?,PMC4934136_00003_table0.png,figure,gpt4o-mini,1,1,1,0,0,0.0,473,86,1916.3,0.000123,"The context mentions that in a study, 27 variants of genes were reviewed in relation to MODY. Out of these, nine novel variants were considered likely pathogeni",,1,1,1,0,0,0.0,486,102,2156.9,0.000134,"The context passages mention that in a study, 27 variants of genes were reviewed in relation to MODY. Out of these, nine novel variants were considered likely p",,1,0,1,0,0,0.0,8979,229,5382.8,0.001484,The text provides information about the genetic aspects of MODY (Maturity Onset Diabetes of the Young) in relation to the subjects studied. It mentions that:  1,,1,1,1,0,0,0.0,8996,211,3507.8,0.001476,The text provides information about genetic variants associated with MODY (Maturity Onset Diabetes of the Young). It mentions that:  1. **MODY-positive subjects,
What clinical characteristic shows a significant difference between MODY-negative and MODY-positive groups at diabetes onset?,PMC4934136_00003_table1.png,figure,gpt4o-mini,0,1,1,0,0,0.0,535,89,1709.0,0.000134,The clinical characteristic that shows a significant difference between MODY-negative and MODY-positive groups at diabetes onset is the type of diabetes diagnos,,0,1,1,0,0,0.0,548,80,2919.5,0.00013,"At diabetes onset, a significant difference between MODY-positive and MODY-negative groups is that MODY-positive subjects were more likely to have a clinical di",,1,0,1,1,1,1.0,9041,69,1886.3,0.001398,The clinical characteristic that shows a significant difference between MODY-negative and MODY-positive groups at diabetes onset is the pharmacologic treatment.,,1,0,1,1,1,1.0,9058,114,2814.3,0.001427,A significant clinical characteristic that shows a difference between MODY-negative and MODY-positive groups at diabetes onset is the age at diagnosis. The MODY,
What are the effects of control and leptin antibody + leptin treatments on the average number of large luteal cells per area?,PMC5791151_00005_table0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,391,4,524.8,6.1e-05,I don't know.,,0,0,0,0,0,0.0,410,4,718.9,6.4e-05,I don't know.,,0,0,0,0,0,0.0,8897,4,1271.2,0.001337,I don't know.,,0,0,0,0,0,0.0,8920,4,985.5,0.00134,I don't know.,
What treatments are compared for their effects on fluorescence ratios in the samples?,PMC5839695_00013_figure0.png,figure,gpt4o-mini,0,1,1,0,0,0.0,461,19,1142.6,8.1e-05,The treatments compared for their effects on fluorescence ratios in the samples are untreated and heat-treated cures.,,0,0,1,0,0,0.0,504,19,702.9,8.7e-05,The treatments compared for their effects on fluorescence ratios in the samples are untreated and heat-treated cures.,,0,0,1,0,0,0.0,8967,43,1401.7,0.001371,The treatments compared for their effects on fluorescence ratios in the samples are untreated and heat-treated conditions. The fluorescence was assessed without,,0,0,1,0,0,0.0,9014,19,1155.6,0.001363,The treatments compared for their effects on fluorescence ratios in the samples are untreated and heat-treated conditions.,
What clinical and demographic characteristics are compared between patients with and without disease progression?,PMC3211193_00002_table0.png,figure,gpt4o-mini,0,1,1,0,0,0.0,487,48,1301.3,0.000102,The clinical and demographic characteristics compared between patients with and without disease progression include the percentage of patients presenting with B,,0,0,1,0,0,0.0,561,114,2066.6,0.000153,The clinical and demographic characteristics compared between patients with and without disease progression include:  1. Age 2. EuroSCORE 3. Hypertension 4. Dia,,0,0,1,0,0,0.0,8993,149,2955.8,0.001438,The clinical and demographic characteristics compared between patients with and without disease progression include:  1. **Stage at Diagnosis**: Patients who pr,,1,0,1,0,0,0.0,9071,195,3242.5,0.001478,The clinical and demographic characteristics compared between patients with disease progression (PD) and those without (non-PD) include:  1. **Age**: Patients w,
What topics are discussed in the dialogue transcript between S05-P and S07-H?,PMC4895853_00003_figure2.png,figure,gpt4o-mini,0,0,0,0,0,0.0,414,4,539.2,6.4e-05,I don't know.,,0,0,0,0,0,0.0,427,4,655.3,6.6e-05,I don't know.,,0,0,1,0,0,0.0,8920,20,1228.0,0.00135,I don't know what topics are discussed in the dialogue transcript between S05-P and S07-H.,,0,0,1,0,0,0.0,8937,20,1521.3,0.001353,I don't know what topics are discussed in the dialogue transcript between S05-P and S07-H.,
What is the relationship between erythema or dryness and lotion transfer index across different pads?,PMC4802086_00006_figure0.png,figure,gpt4o-mini,0,1,1,0,0,0.0,460,117,2065.9,0.000139,"The results showed no significant differences in erythema scores as the amount of lotion transferred increased. However, skin dryness scores decreased with incr",,0,1,1,0,0,0.0,484,117,2208.2,0.000143,"The results indicate that there were no significant differences in erythema scores as the amount of lotion transferred increased. However, skin dryness scores d",,0,1,1,0,0,0.0,8966,123,2434.6,0.001419,The relationship between erythema and dryness in relation to the lotion transfer index across different pads indicates that there were no significant difference,,0,1,1,0,0,0.0,8994,124,2338.5,0.001424,The relationship between erythema and dryness in relation to lotion transfer across different pads indicates that while there were no significant differences in,
"What are the overall survival rates for dental implants at 1, 5, and 10 years?",PMC5906482_00007_table0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,491,4,771.6,7.6e-05,I don't know.,,0,0,0,0,0,0.0,530,4,716.3,8.2e-05,I don't know.,,0,0,0,0,0,0.0,14664,4,1027.7,0.002202,I don't know.,,0,0,0,0,0,0.0,14707,4,1194.2,0.002208,I don't know.,
What are the mechanisms of action for lipid-lowering drugs in cholesterol metabolism?,PMC5874549_00003_figure0.png,figure,gpt4o-mini,1,1,1,0,0,0.0,390,104,1793.4,0.000121,The mechanisms of action for lipid-lowering drugs in cholesterol metabolism include activating the peroxisome proliferator-activated receptor-alpha (PPAR-alpha),,0,0,0,0,0,0.0,433,4,572.8,6.7e-05,I don't know.,,0,0,1,1,1,0.333,8896,145,3718.7,0.001421,"The text context provided discusses the mechanisms of action for fibrates, a class of lipid-lowering drugs. Fibrates primarily exert their effects by activating",,0,0,1,1,1,0.333,8943,150,2821.7,0.001431,"The text context primarily discusses fibrates, a class of lipid-lowering drugs, and their mechanisms of action in cholesterol metabolism. Fibrates activate the ",
What are the expression levels of Sbno2 and Socs3 mRNA in astrocytes under different cytokine treatments?,PMC4676294_00007_figure0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,514,4,734.7,8e-05,I don't know.,,0,0,0,0,0,0.0,533,4,746.1,8.2e-05,I don't know.,,0,0,1,0,0,0.0,9020,43,1263.9,0.001379,The provided text does not contain specific information regarding the expression levels of Sbno2 and Socs3 mRNA in astrocytes under different cytokine treatment,,0,0,1,0,0,0.0,9043,37,1459.1,0.001379,I don't know the expression levels of Sbno2 and Socs3 mRNA in astrocytes under different cytokine treatments based on the provided text context and knowledge-gr,
What information is provided about the primers and probes for RT-PCR and qRT-PCR?,PMC5004774_00016_table0.png,figure,gpt4o-mini,0,1,1,0,0,0.0,355,124,2689.1,0.000128,The context provides information that primer and probe sequences are used for RT-PCR and qRT-PCR. It mentions that there are two sets of primers: one that ampli,,0,1,1,0,0,0.0,422,52,1718.8,9.4e-05,"The information provided indicates that primer and probe sequences were used for RT-PCR and qRT-PCR. Primers amplify the target sequences, and after qRT-PCR, a ",,1,1,1,0,0,0.0,14528,130,3072.5,0.002257,"The information provided about the primers and probes for RT-PCR and qRT-PCR includes:  1. **Target Genes**: Various microRNAs (e.g., hsa-miR-17-3p, hsa-miR-423",,0,1,1,0,0,0.0,14599,133,2643.4,0.00227,The information provided about the primers and probes for RT-PCR and qRT-PCR includes:  1. **Types of Primers**: There are RT primers and sense primers used for,
What pathways are included for determining funding and support needs for patients deemed fit for discharge?,PMC4180984_00001_figure0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,428,4,508.3,6.7e-05,I don't know.,,0,0,0,0,0,0.0,451,4,718.9,7e-05,I don't know.,,0,0,0,0,0,0.0,8934,39,1270.2,0.001363,The provided text does not contain specific information about pathways for determining funding and support needs for patients deemed fit for discharge. Therefor,,0,0,0,0,0,0.0,8961,63,2292.7,0.001382,The text context does not provide specific pathways for determining funding and support needs for patients deemed fit for discharge. It mentions that quality in,
What is the role of Serine residue at position 411 in p70S6K activation?,PMC5928379_00005_figure0.png,figure,gpt4o-mini,1,1,1,0,0,0.0,524,41,1985.9,0.000103,"The Serine residue at position 411 in p70S6K is of paramount importance for the activation of the protein, as p70S6K cannot be activated in the absence of its p",,1,1,1,0,0,0.0,564,41,1027.6,0.000109,"The Serine residue at position 411 in p70S6K is of paramount importance for the activation of the protein, as p70S6K cannot be activated in the absence of its p",,1,1,1,0,0,0.0,9030,45,1574.2,0.001381,"The Serine residue at position 411 in p70S6K is crucial for the activation of the protein. Its phosphorylation is essential because, in the absence of this phos",,1,1,1,0,0,0.0,9074,45,2040.0,0.001388,"The Serine residue at position 411 in p70S6K is crucial for the activation of the protein. Its phosphorylation is essential because, in the absence of this phos",
What effects does stress have on tactile and cold sensitivity over time post-injury in male and female subjects?,PMC5999418_00004_figure0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,464,4,2693.7,7.2e-05,I don't know.,,0,0,0,0,0,0.0,477,4,746.0,7.4e-05,I don't know.,,1,0,1,1,1,1.0,14637,186,3410.8,0.002307,The graph shows the effects of stress on tactile (A) and cold sensitivity (B) over time post-injury for male and female subjects.   1. **Tactile Sensitivity (A),,1,0,1,1,1,1.0,14654,183,3746.9,0.002308,The graph shows the effects of stress on tactile (A) and cold (B) sensitivity over time post-injury in male and female subjects.   1. **Tactile Sensitivity (von,
"What are the activity levels of fungal strains against HEPG2, CA, AS, and MRSA?",PMC4205895_00005_table0.png,figure,gpt4o-mini,0,0,0,0,0,0.0,398,4,849.5,6.2e-05,I don't know.,,0,0,0,0,0,0.0,414,4,591.2,6.4e-05,I don't know.,,0,0,0,0,0,0.0,8904,4,1058.6,0.001338,I don't know.,,0,0,0,0,0,0.0,8924,4,1056.9,0.001341,I don't know.,
What do the color-coded labels in the dendrogram represent in relation to the samples?,PMC4205895_00005_figure1.png,figure,gpt4o-mini,0,1,1,0,0,0.0,450,86,1813.2,0.000119,"The color-coded labels in the dendrogram represent different phylogroups of the samples, with each color corresponding to a specific phylogroup: Phylogroup A = ",,0,1,1,0,0,0.0,470,59,1224.5,0.000106,"The color-coded labels in the dendrogram represent different phylogroups of the samples, with each color corresponding to a specific phylogroup (e.g., Phylogrou",,0,1,1,0,0,0.0,8956,47,1197.7,0.001372,"The color-coded labels in the dendrogram represent different phylogroups or genotypes of the samples. Each color corresponds to a specific phylogroup, helping t",,0,1,1,0,0,0.0,8980,61,3093.9,0.001384,"The color-coded labels in the dendrogram represent different phylogroups or genotypes of the samples. Each color corresponds to a specific phylogroup, indicatin",
