question,expected_source,question_type,model,baseline_acc,baseline_faith,baseline_rel,baseline_rec,baseline_complete,baseline_mrr,baseline_in_tok,baseline_out_tok,baseline_latency_ms,baseline_cost_usd,baseline_answer,baseline_error,+KG_acc,+KG_faith,+KG_rel,+KG_rec,+KG_complete,+KG_mrr,+KG_in_tok,+KG_out_tok,+KG_latency_ms,+KG_cost_usd,+KG_answer,+KG_error,+KGret_acc,+KGret_faith,+KGret_rel,+KGret_rec,+KGret_complete,+KGret_mrr,+KGret_in_tok,+KGret_out_tok,+KGret_latency_ms,+KGret_cost_usd,+KGret_answer,+KGret_error
Are Daryl Hall and Gerry Marsden both musicians?,Daryl_Hall.txt|Gerry_Marsden.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,0.5,281,48,1822.6,7.1e-05,"Yes, according to the context, Daryl Hall is a singer, keyboardist, guitarist, songwriter, and producer, and Gerry Marsden is a musician. Therefore, both Daryl ",,1,1,1,1.0,1,0.5,359,112,1692.3,0.000121,"Yes, both Daryl Hall and Gerry Marsden are musicians. According to the context passages, Daryl Hall is a rock, R&B, and soul singer, keyboardist, guitarist, son",,1,1,1,1.0,1,0.5,507,57,709.1,0.00011,"Yes, according to the context, Daryl Hall is an American rock, R&B, and soul singer, keyboardist, guitarist, songwriter, and producer, and Gerry Marsden is an E",
"Which tower is taller, 712 Fifth Avenue or Manhattan Life Insurance Building?",712_Fifth_Avenue.txt|Manhattan_Life_Insurance_Building.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,318,32,591.2,6.7e-05,"712 Fifth Avenue is taller. According to the context, 712 Fifth Avenue is 650 ft, while the Manhattan Life Insurance Building is 348 ft.",,1,1,1,1.0,1,1.0,431,79,1290.1,0.000112,"To determine which tower is taller, we need to compare the heights of 712 Fifth Avenue and Manhattan Life Insurance Building.  According to the context passages",,1,1,1,1.0,1,1.0,561,35,903.8,0.000105,"712 Fifth Avenue is a 650 ft skyscraper, while the Manhattan Life Insurance Building was a 348 ft tower. Therefore, 712 Fifth Avenue is taller.",
"Which genus has more species, Xanthoceras or Ehretia?",Ehretia.txt|Xanthoceras.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,327,33,582.9,6.9e-05,"Ehretia has more species. According to the context, Ehretia contains about 50 species, while Xanthoceras has only 1 species.",,1,1,1,1.0,1,1.0,382,105,1538.5,0.00012,"To determine which genus has more species, we need to compare the number of species in Xanthoceras and Ehretia.  According to the context passage for Ehretia, i",,1,1,1,1.0,1,1.0,566,33,1435.5,0.000105,"Ehretia has more species. According to the context, Ehretia contains about 50 species, while Xanthoceras has only 1 species.",
Where are Teide National Park and Garajonay National Park located?,Garajonay_National_Park.txt|Teide_National_Park.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,264,48,687.0,6.8e-05,"Teide National Park is located in Tenerife (Canary Islands, Spain), and Garajonay National Park is located in La Gomera, one of the Canary Islands (Spain). Both",,1,1,1,1.0,1,1.0,377,46,601.9,8.4e-05,"Teide National Park is located in Tenerife, Canary Islands, Spain. Garajonay National Park is located in La Gomera, Canary Islands, Spain. Both national parks a",,1,1,1,1.0,1,1.0,454,37,1675.5,9e-05,"Teide National Park is located in Tenerife, Canary Islands, Spain. Garajonay National Park is located in La Gomera, one of the Canary Islands, Spain.",
"Who has written more than 300 papers, Semyon Aranovich Gershgorin or Pavel Alexandrov?",Pavel_Alexandrov.txt|Semyon_Aranovich_Gershgorin.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,346,48,731.8,8.1e-05,"Pavel Alexandrov. According to the context, Pavel Sergeyevich Alexandrov wrote about three hundred papers. Semyon Aranovich Gershgorin's contributions are menti",,1,1,1,1.0,1,1.0,357,54,904.4,8.6e-05,"Pavel Alexandrov. According to the context passage [Pavel_Alexandrov.txt], Pavel Sergeyevich Alexandrov wrote about three hundred papers. There is no informatio",,1,1,1,1.0,1,1.0,637,40,1199.8,0.00012,"Pavel Alexandrov. According to the context, he wrote about three hundred papers. There is no information on the number of papers written by Semyon Aranovich Ger",
"Which came out first, Dinosaur or McFarland, USA",Dinosaur_film.txt|McFarland_USA.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,356,19,521.0,6.5e-05,"Dinosaur (2000) came out before McFarland, USA (2015).",,1,1,1,1.0,1,1.0,459,63,915.4,0.000107,"According to the knowledge-graph facts and context passages, ""Dinosaur"" is a 2000 American CGI animated adventure film, and ""McFarland, USA"" is a 2015 American ",,1,1,1,1.0,1,1.0,468,31,531.6,8.9e-05,"Dinosaur was released in 2000, while McFarland, USA was released in 2015. Therefore, Dinosaur came out first.",
"Who was born first, Arthur Conan Doyle or Penelope Lively?",Arthur_Conan_Doyle.txt|Penelope_Lively.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,290,38,1011.2,6.6e-05,"Arthur Conan Doyle was born on 22 May 1859, and Penelope Lively was born on 17 March 1933. Therefore, Arthur Conan Doyle was born first.",,1,1,1,1.0,1,1.0,350,44,1380.4,7.9e-05,"According to the context passages, Arthur Conan Doyle was born on 22 May 1859, and Penelope Lively was born on 17 March 1933. Therefore, Arthur Conan Doyle was ",,1,1,1,1.0,1,1.0,519,38,735.2,0.000101,"Arthur Conan Doyle was born on 22 May 1859, and Penelope Lively was born on 17 March 1933. Therefore, Arthur Conan Doyle was born first.",
"Which film was Oscar nominated, LaLee's Kin: The Legacy of Cotton or Gimme Shelter, the 1970 Rolling Stones documentary?",Gimme_Shelter_1970_film.txt|LaLee_s_Kin_The_Legacy_of_Cotton.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,263,37,537.9,6.2e-05,LaLee's Kin: The Legacy of Cotton was Oscar nominated for Best Documentary Feature at the 74th Academy Awards. There is no information that Gimme Shelter was Os,,1,1,1,1.0,1,1.0,382,79,1326.8,0.000105,"LaLee's Kin: The Legacy of Cotton was nominated for Best Documentary Feature at the 74th Academy Awards. Gimme Shelter, on the other hand, was screened at the 1",,1,1,1,1.0,1,1.0,410,39,875.4,8.5e-05,LaLee's Kin: The Legacy of Cotton was nominated for Best Documentary Feature at the 74th Academy Awards. There is no information in the context that Gimme Shelt,
Were Scott Derrickson and Ed Wood of the same nationality?,Ed_Wood.txt|Scott_Derrickson.txt,hotpot_comparison,llama4-maverick,0,1,1,0.5,0,1.0,304,35,824.1,6.7e-05,"Scott Derrickson is an American. The nationality of Ed Wood is not mentioned in the provided context. Therefore, I don't know if they were of the same nationali",,1,1,1,0.5,0,1.0,407,193,1881.1,0.000177,"To determine if Scott Derrickson and Ed Wood were of the same nationality, we need to establish their nationalities.  From the context passage [Scott_Derrickson",,1,1,1,1.0,1,1.0,481,25,525.1,8.7e-05,"Yes, they were both American. Scott Derrickson is an American director, and Ed Wood was an American filmmaker.",
In what city can a person find both the Nusretiye Clock Tower and the Eski Imaret Mosque be found?,Eski_Imaret_Mosque.txt|Nusretiye_Clock_Tower.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,421,55,1022.8,9.6e-05,"Istanbul. Both the Nusretiye Clock Tower and the Eski Imaret Mosque are located in Istanbul. The Nusretiye Clock Tower is situated in Tophane, a neighborhood in",,1,1,1,1.0,1,1.0,516,68,889.5,0.000118,"Istanbul.   Reasoning:  The Nusretiye Clock Tower is situated in Tophane, a neighborhood in Beyoğlu district of Istanbul.  The Eski Imaret Mosque is also locate",,1,1,1,1.0,1,1.0,669,63,975.9,0.000138,"Istanbul. Both the Nusretiye Clock Tower and the Eski Imaret Mosque are located in Istanbul, as per the provided context. The Nusretiye Clock Tower is situated ",
Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,Esma_Sultan_Mansion.txt|Laleli_Mosque.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,314,56,741.7,8.1e-05,"The Laleli Mosque is located in Laleli, Fatih, and the Esma Sultan Mansion is located in Ortaköy. They are not in the same neighborhood. I don't know the exact ",,1,0,1,1.0,1,1.0,398,131,2530.2,0.000138,"To determine if the Laleli Mosque and Esma Sultan Mansion are located in the same neighborhood, we need to examine the information provided in the context passa",,1,1,1,1.0,1,1.0,414,64,774.0,0.0001,"The Esma Sultan Mansion is located in the Ortaköy neighborhood of Istanbul, while the text about the Laleli Mosque states it is located in Laleli, Fatih, Istanb",
Are both Dafeng District and Dazhou located in the same province?,Dafeng_District.txt|Dazhou.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,264,28,579.5,5.6e-05,"No, they are not. Dafeng District is located in Jiangsu province, while Dazhou is located in Sichuan province.",,1,1,1,1.0,1,1.0,363,80,1108.9,0.000102,"According to the context passages, Dafeng District is located in Jiangsu province, China, under the administration of Yancheng. Dazhou, on the other hand, is a ",,1,1,1,1.0,1,1.0,395,28,404.9,7.6e-05,"No, they are not. Dafeng District is located in Jiangsu province, while Dazhou is located in Sichuan province.",
What occupation do Chris Menges and Aram Avakian share?,Aram_Avakian.txt|Chris_Menges.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,266,47,741.0,6.8e-05,"Both Chris Menges and Aram Avakian are film directors. Chris Menges is also a cinematographer, and Aram Avakian was also a film editor. So, they share the occup",,1,1,1,1.0,1,1.0,338,56,1055.7,8.4e-05,"Both Chris Menges and Aram Avakian are film directors. Chris Menges is described as an English cinematographer and film director, while Aram Avakian is mentione",,1,1,1,1.0,1,1.0,439,48,983.9,9.5e-05,"Both Chris Menges and Aram Avakian are film directors. Chris Menges is also a cinematographer, and Aram Avakian was also a film editor. Therefore, one occupatio",
which is larger Asante Traditional Buildings or Gulangyu?,Asante_Traditional_Buildings.txt|Gulangyu.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,256,51,1156.4,6.9e-05,"Gulangyu is larger. According to the context, Gulangyu is about 2 km2 in area, while Asante Traditional Buildings is a ""collection of 13 traditionally built bui",,0,0,1,1.0,1,1.0,358,207,1985.9,0.000178,"To determine which is larger between Asante Traditional Buildings and Gulangyu, we need to look at the information provided about their sizes.  The context pass",,1,1,1,1.0,1,1.0,292,66,985.2,8.3e-05,"Gulangyu is larger. According to the context, Gulangyu is about 2 km2 in area. The size of Asante Traditional Buildings is not mentioned, so a direct comparison",
Are Local H and For Against both from the United States?,For_Against.txt|Local_H.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,274,44,722.2,6.7e-05,"Yes, both Local H and For Against are from the United States. Local H is described as an ""American rock band"" and For Against is described as a ""United States p",,1,1,1,1.0,1,1.0,362,71,1029.1,9.7e-05,"Yes, both Local H and For Against are from the United States. According to the context, For Against is a ""United States post-punk/dream pop band"" and Local H is",,1,1,1,1.0,1,1.0,369,49,1178.2,8.5e-05,"Yes, according to the context, both Local H and For Against are from the United States. Local H is described as an ""American rock band"" and For Against is descr",
"Are both Dictyosperma, and Huernia described as a genus?",Dictyosperma.txt|Huernia.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,353,62,1172.9,9e-05,"Yes, both Dictyosperma and Huernia are described as a genus. According to the context, Huernia is ""first described as a genus in 1810"" and Dictyosperma is refer",,1,0,1,1.0,1,1.0,425,96,1517.7,0.000121,"Yes, both Dictyosperma and Huernia are described as a genus. According to the context passages, Huernia is ""first described as a genus in 1810"" and Dictyosperma",,1,1,1,1.0,1,1.0,585,61,743.2,0.000124,"Yes, both Dictyosperma and Huernia are described as a genus. According to the context, Dictyosperma is described as a ""monotypic genus of flowering plant in the",
Are both Cypress and Ajuga genera?,Ajuga.txt|Cypress.txt,hotpot_comparison,llama4-maverick,1,1,1,0.5,0,0.5,307,48,730.0,7.5e-05,"Yes, both Cupressus (Cypress) and Ajuga are genera. According to the context, Ajuga is a genus in the family Lamiaceae, and Cupressus is a genus in the family C",,1,1,1,0.5,0,0.5,395,167,4880.5,0.000159,"To determine if both Cypress and Ajuga are genera, we need to examine the information provided.  1. **Ajuga**: The passage [Ajuga.txt] explicitly states that ""A",,1,1,1,1.0,1,0.5,381,56,860.5,9.1e-05,"Yes, both Cypress (specifically, Cupressus) and Ajuga are genera. According to the context, Ajuga is a genus in the family Lamiaceae, and Cupressus is a genus w",
"Hayden is a singer-songwriter from Canada, but where does Buck-Tick hail from?",Buck-Tick.txt|Hayden_musician.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,351,17,765.1,6.3e-05,"Buck-Tick is a Japanese rock band formed in Fujioka, Gunma.",,1,1,1,1.0,1,1.0,392,17,409.5,6.9e-05,"Buck-Tick is a Japanese rock band formed in Fujioka, Gunma.",,1,1,1,1.0,1,1.0,583,17,887.4,9.8e-05,"Buck-Tick is a Japanese rock band formed in Fujioka, Gunma.",
"Which writer was from England, Henry Roth or Robert Erskine Childers?",Henry_Roth.txt|Robert_Erskine_Childers.txt,hotpot_comparison,llama4-maverick,1,0,1,1.0,1,1.0,334,49,592.5,7.9e-05,"Robert Erskine Childers was a British writer, so he was from Britain, which includes England. There is no information in the context that suggests Henry Roth wa",,1,0,1,1.0,1,1.0,457,131,2012.2,0.000147,"Neither passage directly states that Robert Erskine Childers was from England, but it is mentioned that he was a ""British writer"" and the son of a ""British Orie",,1,1,1,1.0,1,1.0,520,80,1120.5,0.000126,"Neither Henry Roth nor Robert Erskine Childers is described as being from England. Robert Erskine Childers is described as ""British"", and Henry Roth is describe",
Are Ferocactus and Silene both types of plant?,Ferocactus.txt|Silene.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,302,36,522.4,6.7e-05,"Yes, both Ferocactus and Silene are types of plants. Ferocactus is a genus of cacti, and Silene is a genus of flowering plants.",,1,1,1,1.0,1,1.0,396,64,753.3,9.8e-05,"Yes, both Ferocactus and Silene are types of plants. According to the context passages, Ferocactus is a genus of large barrel-shaped cacti and Silene is a genus",,1,1,1,1.0,1,1.0,541,36,499.4,0.000103,"Yes, both Ferocactus and Silene are types of plants. Ferocactus is a genus of cacti, and Silene is a genus of flowering plants.",
Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?,Ambroise_Thomas.txt|Giuseppe_Verdi.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,190,52,878.2,6e-05,"Yes, according to the context, both Giuseppe Verdi and Ambroise Thomas are opera composers. Giuseppe Verdi is described as an ""Italian opera composer"" and Ambro",,1,1,1,1.0,1,1.0,294,144,1665.6,0.000131,"To answer this question, let's examine the information provided.  1. **Giuseppe Verdi**: The context passage for Giuseppe Verdi states that he was ""an Italian o",,1,1,1,1.0,1,1.0,448,67,944.9,0.000107,"Yes, according to the context provided, both Giuseppe Verdi ([Giuseppe_Verdi.txt]) and Ambroise Thomas ([Ambroise_Thomas.txt]) are opera composers. Verdi is des",
What occupation was shared by David Yates and Pietro Germi?,David_Yates.txt|Pietro_Germi.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,249,62,972.0,7.5e-05,"Both David Yates and Pietro Germi were directors. David Yates is described as a filmmaker who has directed feature films, short films, and television production",,1,1,1,1.0,1,1.0,335,215,2854.3,0.000179,"To determine the occupation shared by David Yates and Pietro Germi, we need to examine the information provided about both individuals.  From the context passag",,1,1,1,1.0,1,1.0,391,45,937.1,8.6e-05,"Both David Yates and Pietro Germi were directors, as David Yates is described as a filmmaker who has directed various productions and Pietro Germi is described ",
Do The Importance of Being Icelandic and The Five Obstructions belong to different film genres ?,The_Five_Obstructions.txt|The_Importance_of_Being_Icelandic.txt,hotpot_comparison,llama4-maverick,1,0,1,1.0,1,1.0,327,77,1222.3,9.5e-05,"According to the context, The Importance of Being Icelandic is a documentary film, and The Five Obstructions is also described as a documentary film, although i",,1,1,1,1.0,1,1.0,396,361,3408.4,0.000276,"To determine if ""The Importance of Being Icelandic"" and ""The Five Obstructions"" belong to different film genres, we need to examine the information provided.  1",,0,0,1,1.0,1,1.0,487,90,1341.4,0.000127,"According to the context, ""The Importance of Being Icelandic"" is a documentary film, and ""The Five Obstructions"" is also a documentary film, although it incorpo",
Which film was released first: Sacred Planet or Oz the Great and Powerful?,Oz_the_Great_and_Powerful.txt|Sacred_Planet.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,349,36,1180.4,7.4e-05,"Sacred Planet was released on April 22, 2004, while Oz the Great and Powerful is a 2013 film. Therefore, Sacred Planet was released first.",,1,1,1,1.0,1,1.0,463,41,5694.2,9.4e-05,"According to the context passages, Sacred Planet was released on April 22, 2004, and Oz the Great and Powerful is a 2013 film. Therefore, Sacred Planet was rele",,1,1,1,1.0,1,1.0,461,40,1030.9,9.3e-05,"According to the context, Sacred Planet was released on April 22, 2004, and Oz the Great and Powerful was released in 2013. Therefore, Sacred Planet was release",
"Who was born earlier, Emma Bull or Virginia Woolf?",Emma_Bull.txt|Virginia_Woolf.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,358,37,1027.3,7.6e-05,"Virginia Woolf was born on 25 January 1882, and Emma Bull was born on December 13, 1954. Therefore, Virginia Woolf was born earlier.",,1,1,1,1.0,1,1.0,452,55,3918.2,0.000101,"According to the context passages, Virginia Woolf was born on 25 January 1882, and Emma Bull was born on December 13, 1954. Since 1882 is earlier than 1954, Vir",,1,1,1,1.0,1,1.0,557,37,2567.8,0.000106,"Virginia Woolf was born on 25 January 1882, and Emma Bull was born on December 13, 1954. Therefore, Virginia Woolf was born earlier.",
Is the Marsilea or the Brabejum the genus of more individual species of plants?,Brabejum.txt|Marsilea.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,338,44,1331.9,7.7e-05,"According to the provided context, Marsilea is a genus of approximately 65 species, while Brabejum is a genus of a single species. Therefore, Marsilea is the ge",,1,1,1,1.0,1,1.0,454,96,3175.4,0.000126,"To determine which genus has more individual species of plants, we need to compare the number of species in the Marsilea genus and the Brabejum genus.  Accordin",,1,1,1,1.0,1,1.0,547,44,2226.8,0.000108,"According to the provided context, Marsilea is a genus of approximately 65 species, while Brabejum is a genus of a single species. Therefore, Marsilea is the ge",
"Who died first, George Archainbaud or Ralph Murphy?",George_Archainbaud.txt|Ralph_Murphy.txt,hotpot_comparison,llama4-maverick,1,0,1,1.0,1,1.0,305,67,4362.0,8.6e-05,"Ralph Murphy died first. According to the context, Ralph Murphy died on February 10, 1967, while George Archainbaud died on February 20, 1959. Since 1959 is bef",,1,1,1,1.0,1,1.0,426,75,2449.2,0.000109,"To determine who died first, we need to compare the dates of death for George Archainbaud and Ralph Murphy.  According to the context passages: - George Archain",,0,0,1,1.0,1,1.0,537,79,3630.4,0.000128,"Ralph Murphy died first. According to the context, Ralph Murphy died on February 10, 1967, while George Archainbaud died on February 20, 1959. Since 1959 is bef",
"Which board game was published most recently, Pirate's Cove or Catan?",Catan.txt|Pirate_s_Cove.txt,hotpot_comparison,llama4-maverick,0,0,1,0.5,0,1.0,432,191,5077.7,0.000179,"To determine which board game was published most recently between Pirate's Cove and Catan, we need to look at the publication dates provided in the context.  Pi",,1,0,1,0.5,0,1.0,529,364,11080.9,0.000298,"To determine which board game was published most recently between Pirate's Cove and Catan, we need to establish the publication year of both games.  According t",,0,1,1,0.5,0,1.0,606,81,4611.2,0.00014,"Pirate's Cove was originally published in 2002. The Catan Card Game was published before The Rivals for Catan, which was released in 2010. Since 2010 is more re",
"Which case came first, Craig v. Boren or United States v. Paramount Pictures, Inc.?",Craig_v._Boren.txt|United_States_v._Paramount_Pictures_Inc..txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,426,25,1567.4,7.9e-05,"United States v. Paramount Pictures, Inc. (1948) came before Craig v. Boren (1976).",,1,0,1,1.0,1,1.0,445,104,2855.9,0.000129,"To determine which case came first, we need to look at the year each case was decided.  According to the context passage for United States v. Paramount Pictures",,1,1,1,1.0,1,1.0,605,25,918.8,0.000106,"United States v. Paramount Pictures, Inc. (1948) came before Craig v. Boren (1976).",
