question,expected_source,question_type,model,baseline_acc,baseline_faith,baseline_rel,baseline_rec,baseline_complete,baseline_mrr,baseline_in_tok,baseline_out_tok,baseline_latency_ms,baseline_cost_usd,baseline_answer,baseline_error,+KG_acc,+KG_faith,+KG_rel,+KG_rec,+KG_complete,+KG_mrr,+KG_in_tok,+KG_out_tok,+KG_latency_ms,+KG_cost_usd,+KG_answer,+KG_error,+multimodal_acc,+multimodal_faith,+multimodal_rel,+multimodal_rec,+multimodal_complete,+multimodal_mrr,+multimodal_in_tok,+multimodal_out_tok,+multimodal_latency_ms,+multimodal_cost_usd,+multimodal_answer,+multimodal_error,+both_acc,+both_faith,+both_rel,+both_rec,+both_complete,+both_mrr,+both_in_tok,+both_out_tok,+both_latency_ms,+both_cost_usd,+both_answer,+both_error
"What is the specific marker used to identify the ventricular myocardium in Xenopus, and at what developmental stage does its expression become restricted to the ventricle?",PMC4798847_00001.txt,multihop,llama4-scout,0,0,0,1,1,1.0,527,5,494.0,4.4e-05,I don't know.,,0,0,0,1,1,1.0,538,5,1092.7,4.5e-05,I don't know.,,0,0,0,1,1,1.0,711,5,342.7,5.8e-05,I don't know.,,0,0,0,1,1,1.0,726,5,443.0,6e-05,I don't know.,
"According to Grofkaus, what is the assassination norm an amalgam of, and what do Haas and Fischer expect will expand targeted-killing missions beyond counterterrorism?",PMC5632895_00019.txt,multihop,llama4-scout,1,1,1,1,1,1.0,408,114,2713.5,6.7e-05,"According to the text:  * Grofkaus argues that the ant-assassination norm is an ""amalgam"" of liberal norms, specifically that its transformation in large parts ",,1,1,1,1,1,1.0,442,125,3474.3,7.3e-05,According to the provided context:  - Grofkaus argues that the assassination norm is an “amalgam” and its transformation in large parts follows from the discurs,,1,1,1,1,1,1.0,557,93,2248.3,7.2e-05,"According to Grofkaus, the assassination norm is an ""amalgam"" of liberal norms, specifically resulting in the prohibition of certain (treacherous, perfidious) w",,1,1,1,1,1,1.0,595,84,1809.0,7.3e-05,"Grofkaus argues that the assassination norm is an ""amalgam"" of liberal norms, specifically resulting in the prohibition of certain ways of killing.   Haas and F",
"What is the GenBank number for the dmaW homolog from Metarhizium aurantiaca, and which isolate of Aspergillus fumigatus has the GenBank number 7 aasaaa?",PMC2747131_00003.txt,multihop,llama4-scout,0,0,0,1,1,1.0,571,64,1338.4,6.5e-05,I don't know. The context doesn't mention Metarhizium aurantiaca or provide information about an isolate of Aspergillus fumigatus with the GenBank number 7 aasa,,0,0,0,1,1,1.0,582,5,404.3,4.8e-05,I don't know.,,0,0,1,1,1,1.0,716,58,851.7,7.5e-05,"The text context does not mention Metarhizium aurantiaca or a dmaW homolog from it, so I don't know.  The text context does mention that the isolate with the Ge",,0,0,0,1,1,1.0,731,84,1642.3,8.4e-05,"The GenBank number for a dmaW homolog from an organism is not provided for Metarhizium aurantiaca in the context. However, I can tell you that there is no menti",
"What is the decoy receptor for LIGHT that is found only in humans, and which disease has been linked to genetic variation at the TL1A locus?",PMC5599977_00004.txt,multihop,llama4-scout,0,0,1,1,1,1.0,449,126,2650.0,7.4e-05,"Decoy receptor 3 (DR-3) is the decoy receptor for LIGHT that is found only in humans.   As for diseases linked to genetic variation at the TL1A locus, according",,0,0,1,1,1,1.0,495,129,2449.8,7.8e-05,The decoy receptor for LIGHT (TNF ligand superfamily member 14) found only in humans is decoy receptor 3 (DR-3).   As for the disease linked to genetic variatio,,0,0,1,1,1,1.0,624,105,2040.3,8.1e-05,The decoy receptor for LIGHT that is found only in humans is decoy receptor 3 (DR-3).   The provided text does not mention a specific disease linked to genetic ,,0,1,1,1,1,1.0,674,139,3545.5,9.6e-05,Decoy receptor 3 (DR-3) is the decoy receptor for LIGHT (TNF ligand superfamily member 14) that is found only in humans.   The text does not mention a specific ,
"What was the range of mean appropriateness and clarity scores given by content experts for the newly developed items, and how many participants completed the HIP-Q and participated in cognitive interviews?",PMC4656221_00004.txt,multihop,llama4-scout,0,0,1,1,1,1.0,450,49,2594.9,5.1e-05,"I don't know. The provided context does not mention the range of mean appropriateness and clarity scores given by content experts for the newly developed items,",,0,0,0,1,1,1.0,476,5,398.5,4e-05,I don't know.,,0,0,0,1,1,1.0,610,5,416.4,5e-05,I don't know.,,0,0,0,1,1,1.0,640,5,547.1,5.3e-05,I don't know.,
"What two elements must ethical policies include according to the passage, beyond validity and binding character?",PMC4934536_00006.txt,multihop,llama4-scout,1,1,1,1,1,1.0,372,180,3056.2,8.4e-05,"According to the passage, ethical policies must include information about:  1. Their period of validity and when a revision may become necessary (e.g., changes ",,1,1,1,1,1,1.0,449,149,3229.8,8.1e-05,"According to the passage, beyond validity and binding character, ethical policies must include information about:  1. Their period of validity and when a revisi",,1,1,1,1,1,1.0,523,143,2016.2,8.5e-05,"According to the passage, ethical policies must include information about their period of validity and when a revision may become necessary (e.g., due to change",,1,1,1,1,1,1.0,604,153,2129.5,9.4e-05,"According to the passage, beyond validity and binding character, ethical policies must include information about:  1. Their period of validity and when a revisi",
"What concentration of tetraethylammonium was used as a nonselective K⁺ channel blocker, and which specific K⁺ channel blocker was applied at 0.4 µM?",PMC3759249_00002.txt,multihop,llama4-scout,1,1,1,1,1,1.0,521,74,1567.7,6.4e-05,"According to the context, the concentration of tetraethylammonium (TEA) used as a nonselective K⁺ channel blocker was 1 mM.   The specific K⁺ channel blocker ap",,1,1,1,1,1,1.0,534,59,1387.0,6e-05,"According to the provided context, the concentration of tetraethylammonium (TEA) used as a nonselective K⁺ channel blocker was 1 mM.   The specific K⁺ channel b",,1,1,1,1,1,1.0,764,60,1175.5,7.9e-05,"According to the text context, tetraethylammonium (TEA) was used as a nonselective K⁺ channel blocker at a concentration of 1 mM.   The specific K⁺ channel bloc",,1,1,1,1,1,1.0,781,76,1661.8,8.5e-05,"According to the text context, tetraethylammonium (TEA) was used as a nonselective K⁺ channel blocker at a concentration of 1 mM.   The specific K⁺ channel bloc",
What value prominent in the West Virginia community was leveraged to make peer-to-peer support more readily received in the Diabetes Prevention and Management program?,PMC5110146_00008.txt,multihop,llama4-scout,1,1,1,1,1,1.0,423,93,2274.7,6.2e-05,"According to the context, the values prominent in the West Virginia community that were leveraged to make peer-to-peer support more readily received in the Diab",,1,1,1,1,1,1.0,482,93,2296.7,6.6e-05,The value prominent in the West Virginia community that was leveraged to make peer-to-peer support more readily received in the Diabetes Prevention and Manageme,,1,1,1,1,1,1.0,579,73,2256.8,6.8e-05,"According to the text context, one of the values prominent in the West Virginia community that was leveraged to make peer-to-peer support more readily received ",,1,1,1,1,1,1.0,642,82,1894.8,7.6e-05,The value prominent in the West Virginia community that was leveraged to make peer-to-peer support more readily received in the Diabetes Prevention and Manageme,
"How many peptides were identified for BSA after SCW hydrolysis at 160°C for 0 minutes, and how many for casein hydrolysate at the same temperature and time?",PMC5556142_00009.txt,multihop,llama4-scout,0,0,0,1,1,1.0,460,5,459.4,3.8e-05,I don't know.,,0,0,0,1,1,1.0,477,49,1327.7,5.3e-05,I don't know. The provided context does not mention the number of peptides identified for BSA or casein hydrolysate at 160°C for 0 minutes. The context only dis,,0,0,0,1,1,1.0,650,5,346.2,5.3e-05,I don't know.,,0,0,0,1,1,1.0,671,5,350.6,5.5e-05,I don't know.,
What was the incubation temperature and duration used for the samples placed in an orbital shaker during the equilibrium solubility measurements?,PMC5710999_00002.txt,multihop,llama4-scout,0,0,0,1,1,1.0,490,80,1813.7,6.3e-05,I don't know.   The information about the incubation temperature and duration used for the samples placed in an orbital shaker during the equilibrium solubility,,0,0,1,1,1,1.0,534,37,821.1,5.4e-05,"The incubation temperature used was 20 + 2 °C. However, I don't know the duration used for the samples placed in an orbital shaker during the equilibrium solubi",,0,0,0,1,1,1.0,678,71,1415.3,7.6e-05,"I don't know.   The text context mentions an incubation temperature of 20 + 2 °C for the species grown in an incubator, but it does not specifically mention the",,0,0,1,1,1,1.0,726,37,833.0,6.9e-05,"The incubation temperature used was 20 + 2 °C. However, I don't know the duration used for the samples placed in an orbital shaker during the equilibrium solubi",
"What was the particle number concentration factor for 60 g TiO₂ dropped from 40 cm compared to the mass load of 11 g, and what was the factor for 18 g of zirconia TZ3Y dropped from the same height compared to the smallest amount?",PMC5820406_00009.txt,multihop,llama4-scout,1,1,1,1,1,1.0,546,70,1824.4,6.5e-05,"A factor of 14 was found for 60g THO₂ when compared with the mass load of 11 g.   For 18 g of zirconia TZ3Y dropped from 40 cm, the particle number concentratio",,1,1,1,1,1,1.0,585,79,1394.1,7e-05,"A factor of 14 was found for 60g THO (or TiO₂) compared with the mass load of 11 g.   For 18 g of zirconia TZ3Y dropped from 40 cm, the particle number concentr",,1,1,1,1,1,1.0,759,122,2150.3,9.7e-05,"For the particle number concentration factor for 60 g TiO₂ dropped from 40 cm compared to the mass load of 11 g, a «factor of 14» was found.  For the factor for",,1,1,1,1,1,1.0,802,78,1247.3,8.8e-05,The particle number concentration factor for 60 g TiO₂ dropped from 40 cm compared to the mass load of 11 g was a factor of 14.   For 18 g of zirconia TZ3Y drop,
"What is the value of Pr(θ > θc) for the Facebook social circles network, and what is the posterior credible interval for α in the cond-mat co-authorship network?",PMC5699441_00027.txt,multihop,llama4-scout,0,0,1,1,1,1.0,488,138,2378.4,8e-05,"I can provide some information, but not a complete answer.   The text mentions that for some networks, including the Facebook social circles network, the author",,1,0,1,1,1,1.0,508,113,3453.5,7.5e-05,"For the Facebook social circles network, we see that the value of Pr(θ > θc) is not explicitly stated in the provided text; however, we do see that the Facebook",,0,0,1,1,1,1.0,688,91,2024.9,8.2e-05,"For the Facebook social circles network, the value of Pr(θ > θc) is not explicitly stated, but we see that the Facebook network has a positive value.  The poste",,1,0,0,1,1,1.0,712,224,4619.6,0.000124,"For the Facebook social circles network, the value of Pr(θ > θc) is not explicitly stated in the provided text context. However, the text does mention that they",
"According to the passage, what is the focus of most academic and societal discussion concerning crisis communication, and what aspect of the communication is usually not focused upon in such discussions?",PMC5799154_00002.txt,multihop,llama4-scout,1,1,1,1,1,1.0,437,79,1410.7,5.9e-05,"According to the passage, the focus of most academic and societal discussion concerning crisis communication is on:  1. The effectiveness of particular communic",,1,1,1,1,1,1.0,506,81,1477.7,6.5e-05,"According to the passage, the focus of most academic and societal discussion concerning crisis communication is on the ""effectiveness of particular communicatio",,1,1,1,1,1,1.0,575,77,1507.3,6.9e-05,"According to the passage, the focus of most academic and societal discussion concerning crisis communication is on ""the effectiveness of particular communicatio",,1,1,1,1,1,1.0,648,67,1530.5,7.2e-05,"According to the passage, the focus of most academic and societal discussion concerning crisis communication is on the ""efficacy of particular communication str",
"What was the mortality rate for CDH patients in the early time period (1995–2005), and what was the odds ratio for death in infants with an intrathoracic liver?",PMC5310566_00002.txt,multihop,llama4-scout,0,0,1,1,1,1.0,542,54,1191.8,6e-05,"The mortality rate was 19.5%. Infants with an intrathoracic liver had 637 times higher risk to die than patients without this condition. However, I don't know i",,0,0,1,1,1,1.0,635,360,5717.0,0.000159,"In the provided context, we see that the mortality rate was mentioned in several passages but not specifically for the early time period (1995–2005). However, w",,0,1,1,1,1,1.0,714,43,946.4,7e-05,The mortality rate for CDH patients was 19.5%.   Infants with an intrathoracic liver had 637 times higher risk (or odds ratio) to die than patients without this,,0,0,0,1,1,1.0,811,151,3165.6,0.00011,"The mortality rate for CDH patients was mentioned in several contexts: 19.5%, 4.4%, 17.96%, and  sos (which seems to be incomplete or not a specific value). How",
"What instrument was used to measure silver concentration in elutes from TNT/Ag coatings, and what software analyzed the data?",PMC5618385_00012.txt,multihop,llama4-scout,1,1,1,1,1,1.0,459,81,2871.4,6.1e-05,The instrument used to measure silver concentration in elutes was an inductively coupled plasma mass spectrometry device (ICP MS Agilent Technologies 7700x). Th,,1,1,1,1,1,1.0,504,86,1835.8,6.6e-05,The instrument used to measure silver concentration in elutes from TNT/Ag coatings was an inductively coupled plasma mass spectrometry device (ICP MS Agilent Te,,1,1,1,1,1,1.0,625,81,1729.2,7.4e-05,The instrument used to measure silver concentration in elutes was an inductively coupled plasma mass spectrometry device (ICP MS Agilent Technologies 7700x). Th,,1,1,1,1,1,1.0,674,97,1756.7,8.3e-05,The instrument used to measure silver concentration in elutes from TNT/Ag coatings was an inductively coupled plasma mass spectrometry device (ICP MS Agilent Te,
"What percentage of new HIV infections in adolescent girls in southern Africa occur in women aged 25-24, and what age range defines adolescents in the passage?",PMC3955761_00000.txt,multihop,llama4-scout,0,0,0,1,1,1.0,364,93,1531.4,5.7e-05,I don't know. The passage does not provide information on the percentage of new HIV infections in adolescent girls in southern Africa that occur in women aged 2,,0,0,0,1,1,1.0,425,114,2054.2,6.8e-05,"According to the provided context and knowledge-graph facts, I don't know the percentage of new HIV infections in adolescent girls in southern Africa that occur",,0,0,0,1,1,1.0,532,93,1591.5,7e-05,I don't know. The text context does not provide information on the percentage of new HIV infections in adolescent girls in southern Africa that occur in women a,,0,0,0,1,1,1.0,597,87,1319.2,7.4e-05,"I don't know. The provided text context, knowledge-graph facts, and image descriptions do not provide information on the percentage of new HIV infections in ado",
"What range of F-actin fluorescence (FHP) was observed during dental pulp cell (DPC) differentiation, and what fold reduction in GF? expression was seen in the same cells?",PMC5153425_00004.txt,multihop,llama4-scout,0,0,1,0,0,0.0,488,59,1171.7,5.7e-05,"I don't know. The provided context does not mention F-actin fluorescence (FHP), dental pulp cell (DPC) differentiation, or GF expression in relation to these te",,0,0,0,0,0,0.0,549,5,372.2,4.5e-05,I don't know.,,0,0,1,0,0,0.0,684,43,771.9,6.8e-05,"I don't know. The provided text context and image descriptions do not mention F-actin fluorescence (FHP) or dental pulp cell (DPC) differentiation, nor do they ",,0,0,0,0,0,0.0,749,5,326.5,6.1e-05,I don't know.,
"What is the 30-month overall survival rate for all CLL patients treated with ibrutinib, and what is it for the del(17p) subset?",PMC5679049_00002.txt,multihop,llama4-scout,1,1,1,1,1,1.0,490,50,1022.4,5.4e-05,"According to the provided context, for all CLL patients treated with ibrutinib, the 30-month overall survival rate is 79%. For the del(17p) subset, the 30-month",,1,1,1,1,1,1.0,618,57,1174.6,6.7e-05,"According to the context passages,  - The 30-month overall survival rate for all CLL patients treated with ibrutinib is 79%. - The 30-month overall survival rat",,1,1,1,1,1,1.0,706,38,1396.2,6.8e-05,"The 30-month overall survival rate for all CLL patients treated with ibrutinib is 79%, and for the del(17p) subset, it is 65%.",,1,1,1,1,1,1.0,838,43,1191.3,8e-05,"The 30-month overall survival rate for all CLL patients treated with ibrutinib is 79%. For the del(17p) subset, the 30-month overall survival rate is 65%.",
"What was the effect of cardanol alone on apoptosis in the liver, kidneys, and spleen, and what was observed when cardanol was combined with cyclophosphamide in those organs?",PMC4910563_00005.txt,multihop,llama4-scout,1,1,1,1,1,1.0,538,61,1382.7,6.1e-05,"When assessing whether cardanol induced apoptotic cell death, it was found that cardanol alone did not increase apoptosis in the liver, kidneys, or spleen. Howe",,1,1,1,1,1,1.0,626,61,1246.5,6.8e-05,"When assessing whether cardanol induced apoptotic cell death, it was found that cardanol alone did not increase apoptosis in the liver, kidneys, and spleen. How",,1,1,1,1,1,1.0,695,45,971.5,6.9e-05,"Cardanol alone did not increase apoptosis in the liver, kidneys, and spleen. However, a reduction in the number of apoptotic cells was observed in those organs ",,1,1,1,1,1,1.0,787,148,3102.7,0.000107,"Cardanol alone did not increase apoptosis in the liver, kidneys, and spleen. However, when assessing the effect of cardanol alone on apoptosis in those organs, ",
"What machine learning method has been applied to both Parkinson's disease and type 3 diabetes, and which method has been applied to Crohn's disease?",PMC4464008_00003.txt,multihop,llama4-scout,0,0,0,1,1,0.5,456,43,893.4,4.9e-05,Random Forests (RFs) have been applied to type 3 diabetes and Support Vector Machine (SVM) has been applied to Parkinson's disease.   RFs have also been applied,,0,0,1,1,1,0.5,480,60,1098.4,5.6e-05,"According to the provided context and knowledge-graph facts,   Random Forests (RFs) has been applied to type 3 diabetes and  Support Vector Machine (SVM) has be",,0,1,1,1,1,0.5,636,65,1870.1,7e-05,According to the text context:  - Random Forests (RFs) have been applied to type 3 diabetes [9] and  - Support Vector Machine (SVN) has been applied to Parkinso,,0,0,1,1,1,0.5,664,124,2233.4,9e-05,"According to the text context [PMC4464008_00003.txt], Random Forests (RFs) have been applied to type 3 diabetes [9] and Support Vector Machine (SVN) has been ap",
