question,expected_source,question_type,model,baseline_acc,baseline_faith,baseline_rel,baseline_rec,baseline_complete,baseline_mrr,baseline_in_tok,baseline_out_tok,baseline_latency_ms,baseline_cost_usd,baseline_answer,baseline_error,+KG_acc,+KG_faith,+KG_rel,+KG_rec,+KG_complete,+KG_mrr,+KG_in_tok,+KG_out_tok,+KG_latency_ms,+KG_cost_usd,+KG_answer,+KG_error,+multimodal_acc,+multimodal_faith,+multimodal_rel,+multimodal_rec,+multimodal_complete,+multimodal_mrr,+multimodal_in_tok,+multimodal_out_tok,+multimodal_latency_ms,+multimodal_cost_usd,+multimodal_answer,+multimodal_error,+both_acc,+both_faith,+both_rel,+both_rec,+both_complete,+both_mrr,+both_in_tok,+both_out_tok,+both_latency_ms,+both_cost_usd,+both_answer,+both_error
"In the ChoiceNet framework, what transform is used for sampling the weights of a neural network to model correlated outputs, and what type of distributions are leveraged to handle inconsistencies in a dataset?",1805.06431v4.txt,multihop,gpt4o-mini,1,1,1,1,1,1.0,379,43,1190.7,8.3e-05,"In the ChoiceNet framework, the Cholesky transform is used for sampling the weights of a neural network to model correlated outputs. The framework leverages a m",,1,0,1,1,1,1.0,450,42,2230.0,9.3e-05,The Cholesky transform is used for sampling the weights of a neural network to model correlated outputs in the ChoiceNet framework. The framework leverages a mi,,1,1,1,1,1,1.0,599,42,1138.4,0.000115,The Cholesky transform is used for sampling the weights of a neural network to model correlated outputs in the ChoiceNet framework. The framework leverages a mi,,1,1,1,1,1,1.0,674,43,1257.3,0.000127,"In the ChoiceNet framework, the Cholesky transform is used for sampling the weights of a neural network to model correlated outputs. The framework leverages a m",
"In the comparison of RPCA methods on the changedetection.net baseline category, which method achieved the highest F1 score, and what was its run time per frame?",1809.03550v3.txt,multihop,gpt4o-mini,0,0,0,1,1,1.0,498,4,520.0,7.7e-05,I don't know.,,0,0,0,1,1,1.0,584,4,1059.8,9e-05,I don't know.,,0,0,0,1,1,1.0,736,4,547.5,0.000113,I don't know.,,0,0,0,1,1,1.0,826,4,3761.6,0.000126,I don't know.,
"What is the computational complexity per word for the Sent2Vec model, and which training objective does it extend?",1703.02507v3.txt,multihop,gpt4o-mini,1,1,1,1,1,1.0,451,38,943.2,9e-05,The computational complexity per word for the Sent2Vec model is exactly as low as in averaging methods. It extends the training objective of the C-BOW (Continuo,,1,1,1,1,1,1.0,524,43,1341.3,0.000104,The computational complexity per word for the Sent2Vec model is exactly as low as in averaging methods. The training objective it extends is the word-contexts f,,1,1,1,1,1,1.0,638,43,1004.0,0.000121,The computational complexity per word for the Sent2Vec model is exactly as low as in averaging methods. The training objective it extends is the word-contexts f,,1,1,1,1,1,1.0,715,43,1265.8,0.000133,The computational complexity per word for the Sent2Vec model is exactly as low as in averaging methods. The training objective it extends is the word-contexts f,
"In the Robertson-Webb query model, what is the lower bound for envy-free cake cutting, and what is the upper bound for the same problem?",1705.02946v3.txt,multihop,gpt4o-mini,0,0,0,1,1,1.0,443,4,800.1,6.9e-05,I don't know.,,0,1,1,1,1,1.0,536,36,1087.9,0.000102,"In the Robertson-Webb query model, the lower bound for envy-free cake cutting is ω(log(1/ε)), and the upper bound is o(log(1/ε)).",,0,0,0,1,1,1.0,585,4,573.3,9e-05,I don't know.,,0,1,1,1,1,1.0,682,36,952.3,0.000124,"In the Robertson-Webb query model, the lower bound for envy-free cake cutting is ω(log(1/ε)), and the upper bound is o(log(1/ε)).",
"What limitation of the Stanford NLI Corpus does the Multi-Genre NLI Corpus address, and how many sentence pairs does the new corpus contain?",1704.05426v4.txt,multihop,gpt4o-mini,1,1,1,1,1,1.0,378,75,1319.8,0.000102,The limitation of the Stanford NLI Corpus (SNLI) that the Multi-Genre NLI Corpus (MultiNLI) addresses is that SNLI is not sufficiently demanding to serve as an ,,1,1,1,1,1,1.0,462,49,1033.0,9.9e-05,The Multi-Genre NLI Corpus addresses the limitation of the Stanford NLI Corpus (SNLI) not being sufficiently demanding to serve as an effective benchmark for na,,1,1,1,1,1,1.0,567,73,1657.0,0.000129,The limitation of the Stanford NLI Corpus (SNLI) that the Multi-Genre NLI Corpus (MultiNLI) addresses is that SNLI is not sufficiently demanding to serve as an ,,1,1,1,1,1,1.0,655,61,1907.4,0.000135,The limitation of the Stanford NLI Corpus that the Multi-Genre NLI Corpus addresses is that SNLI is not sufficiently demanding to serve as an effective benchmar,
"What limitation do the methods in references [25] and [36] share, and how does the proposed concept-learning proxy task differ from the reconstruction-based proxy task in reference [28]?",1803.06506v3.txt,multihop,gpt4o-mini,0,0,1,1,1,1.0,398,87,1573.7,0.000112,The methods in references [25] and [36] share the limitation of typically learning low-level features like texture detectors instead of high-level representatio,,0,0,0,1,1,1.0,475,4,544.1,7.4e-05,I don't know.,,0,0,1,1,1,1.0,619,87,1667.1,0.000145,The methods in references [25] and [36] share the limitation of typically learning low-level features like texture detectors instead of high-level representatio,,1,1,1,1,1,1.0,700,106,2321.4,0.000169,The limitation shared by the methods in references [25] and [36] is that self-supervised representations typically end up learning low-level features like textu,
"What is the dimensionality of the Grassmann manifold Gr(q,D), and what is the scale factor by which the projection metric approximates the true geodesic distance?",1611.05742v3.txt,multihop,gpt4o-mini,1,1,1,1,1,1.0,498,49,1798.2,0.000104,"The dimensionality of the Grassmann manifold \( Gr(q,D) \) is \( q(D-q) \), and the scale factor by which the projection metric approximates the true geodesic d",,1,1,1,1,1,1.0,590,37,929.3,0.000111,"The dimensionality of the Grassmann manifold Gr(q,D) is q(D-q), and the projection metric approximates the true geodesic distance up to a scale of √2.",,1,1,1,1,1,1.0,732,53,2918.5,0.000142,"The dimensionality of the Grassmann manifold \( Gr(q,D) \) is \( q(D-q) \). The scale factor by which the projection metric approximates the true geodesic dista",,1,1,1,1,1,1.0,828,48,1922.3,0.000153,"The dimensionality of the Grassmann manifold \( Gr(q,D) \) is \( q(D-q) \), and the projection metric approximates the true geodesic distance up to a scale of \",
"In the compressed-domain matrix factorization approach described for recovering sparse factors, what is the role of the matrix P, and what assumption is made about the underlying factors to enable recovery?",1706.08146v3.txt,multihop,gpt4o-mini,1,1,1,1,1,1.0,483,97,2390.6,0.000131,"In the compressed-domain matrix factorization approach, the matrix P is involved in the factorization of the compressed data M~~𝑀\tilde{M} as M~=(P​W)​H~𝑀𝑃𝑊𝐻\ti",,1,1,1,1,1,1.0,549,77,2525.6,0.000129,"In the compressed-domain matrix factorization approach, the matrix P is used in the factorization of the compressed data, specifically in the expression M~=(P​W",,0,1,1,1,1,1.0,657,72,1888.7,0.000142,"In the compressed-domain matrix factorization approach, the matrix P is part of the factorization of the compressed data \( M \tilde{M} = (PW)H \). The assumpti",,1,1,1,1,1,1.0,727,93,1915.4,0.000165,"In the compressed-domain matrix factorization approach, the matrix P is used in the factorization of the compressed data, specifically in the expression \( M~=(",
"In the zero-shot deep domain adaptation (ZDDA) approach, which two datasets provide the task-irrelevant gray-RGB training pairs used to train digit classifiers for MNIST and MNIST-M?",1707.01922v5.txt,multihop,gpt4o-mini,1,1,1,1,1,1.0,471,43,1066.7,9.6e-05,The two datasets that provide the task-irrelevant gray-RGB training pairs used to train digit classifiers for MNIST and MNIST-M are the Fashion-MNIST dataset an,,1,1,1,1,1,1.0,566,43,1161.8,0.000111,The two datasets that provide the task-irrelevant gray-RGB training pairs used to train digit classifiers for MNIST and MNIST-M are the Fashion-MNIST dataset an,,1,1,1,1,1,1.0,691,43,1397.8,0.000129,The two datasets that provide the task-irrelevant gray-RGB training pairs used to train digit classifiers for MNIST and MNIST-M are the Fashion-MNIST dataset an,,1,1,1,1,1,1.0,790,43,1301.2,0.000144,The two datasets that provide the task-irrelevant gray-RGB training pairs used to train digit classifiers for MNIST and MNIST-M are the Fashion-MNIST dataset an,
"In the RippleNet paper, which two commercial knowledge graphs are mentioned alongside the academic ones NELL and DBpedia?",1803.03467v4.txt,multihop,gpt4o-mini,1,1,1,1,1,1.0,438,24,1014.5,8e-05,The two commercial knowledge graphs mentioned alongside the academic ones NELL and DBpedia are Google Knowledge Graph and Microsoft Satori.,,1,1,1,1,1,1.0,530,24,902.6,9.4e-05,The two commercial knowledge graphs mentioned alongside the academic ones NELL and DBpedia are Google Knowledge Graph and Microsoft Satori.,,1,1,1,1,1,1.0,622,24,890.4,0.000108,The two commercial knowledge graphs mentioned alongside the academic ones NELL and DBpedia are Google Knowledge Graph and Microsoft Satori.,,1,1,1,1,1,1.0,718,24,879.4,0.000122,The two commercial knowledge graphs mentioned alongside the academic ones NELL and DBpedia are Google Knowledge Graph and Microsoft Satori.,
"In the Reinforced Mnemonic Reader, what two sampling strategies are used to dynamically decide the reward and baseline in the dynamic-critical reinforcement learning approach?",1705.02798v6.txt,multihop,gpt4o-mini,1,1,1,1,1,1.0,530,26,993.3,9.5e-05,The two sampling strategies used to dynamically decide the reward and baseline in the dynamic-critical reinforcement learning approach are random inference and ,,0,0,0,1,1,1.0,603,4,1263.1,9.3e-05,I don't know.,,1,1,1,1,1,1.0,706,26,1060.8,0.000121,The two sampling strategies used to dynamically decide the reward and baseline in the dynamic-critical reinforcement learning approach are random inference and ,,0,0,1,1,1,1.0,783,32,1252.5,0.000137,The text does not specify the exact two sampling strategies used in the dynamic-critical reinforcement learning approach within the Reinforced Mnemonic Reader. ,
"On Quora, what proportion of questions receive at most one answer, and what does setting the tunable parameter α to 1 reduce the expert-finding problem to?",1611.04363v2.txt,multihop,gpt4o-mini,1,1,1,1,1,1.0,468,51,1848.1,0.000101,"On Quora, more than half of the questions only have one or do not have any answer. Setting the tunable parameter α to 1 reduces the expert-finding problem to th",,1,1,1,1,1,1.0,548,51,2513.8,0.000113,"On Quora, more than half of the questions only have one or do not have any answer. Setting the tunable parameter α to 1 reduces the expert-finding problem to th",,1,1,1,1,1,1.0,639,51,1284.8,0.000126,"On Quora, more than half of the questions only have one or do not have any answer. Setting the tunable parameter α to 1 reduces the expert-finding problem to th",,1,1,1,1,1,1.0,723,51,1518.9,0.000139,More than half of the questions on Quora only have one or do not have any answer. Setting the tunable parameter α to 1 would reduce the expert-finding problem t,
"What term do Wilson and Sperber use for the reconstruction of warrants, and how many annotated arguments for stance are provided in the dataset?",1708.01425v4.txt,multihop,gpt4o-mini,0,1,1,1,1,1.0,458,37,1276.7,9.1e-05,"The term used by Wilson and Sperber for the reconstruction of warrants is not provided in the context. However, the dataset includes 2,884 user-generated argume",,0,0,0,1,1,1.0,546,4,604.4,8.4e-05,I don't know.,,1,0,1,1,1,1.0,687,32,1405.2,0.000122,"Wilson and Sperber use the term ""implicit warrants"" for the reconstruction of warrants. The dataset provides 2,884 user-generated arguments annotated for their ",,0,0,0,1,1,1.0,779,4,527.7,0.000119,I don't know.,
"What component did FALCON introduce the first privacy-preserving protocol for, and what transform does its approach rely on?",1811.08257v1.txt,multihop,gpt4o-mini,1,1,1,1,1,1.0,365,31,1172.0,7.3e-05,FALCON introduced the first privacy-preserving protocol for convolutional neural networks (CNN models) and its approach relies on the fast Fourier Transform (FF,,1,1,1,1,1,1.0,448,26,1527.4,8.3e-05,"FALCON introduced the first privacy-preserving protocol for convolutional neural networks, and its approach relies on the fast Fourier Transform.",,1,1,1,1,1,1.0,576,35,1423.5,0.000107,FALCON introduced the first efficient and privacy-preserving protocol for convolutional neural networks (CNNs) and relies on the fast Fourier Transform (FFT) in,,1,1,1,1,1,1.0,663,31,1747.4,0.000118,FALCON introduced the first privacy-preserving protocol for convolutional neural networks (CNN models) and its approach relies on the fast Fourier Transform (FF,
"For the query 'political news', which feature is prioritized over word matching, and what is the lower-priority feature for 'friends season 1 online watch'?",1804.05936v2.txt,multihop,gpt4o-mini,1,1,1,1,1,1.0,382,34,1304.7,7.8e-05,"For the query 'political news', freshness is prioritized over word matching. For the query 'friends season 1 online watch', freshness is the lower-priority feat",,0,1,1,1,1,1.0,461,38,1137.2,9.2e-05,"For the query 'political news', the feature that is prioritized over word matching is freshness. For the query 'friends season 1 online watch', the lower-priori",,0,1,1,1,1,1.0,583,34,1785.3,0.000108,"For the query 'political news', the prioritized feature is freshness, while for the query 'friends season 1 online watch', the lower-priority feature is freshne",,0,1,1,1,1,1.0,666,38,1294.5,0.000123,"For the query 'political news', the feature that is prioritized over word matching is freshness. For the query 'friends season 1 online watch', the lower-priori",
"What is the primary challenge for collecting physical demonstrations from wheelchair-bound users, and what environment is proposed to overcome it?",1603.03833v4.txt,multihop,gpt4o-mini,1,1,1,1,1,1.0,364,55,5843.5,8.8e-05,"The primary challenge for collecting physical demonstrations from wheelchair-bound users is that the manipulated objects and the environment can be fragile, and",,1,1,1,1,1,1.0,427,43,1441.9,9e-05,The primary challenge for collecting physical demonstrations from wheelchair-bound users is that they might have difficulty recovering from a failed manipulatio,,1,1,1,1,1,1.0,552,68,2314.8,0.000124,"The primary challenge for collecting physical demonstrations from wheelchair-bound users is that the manipulated objects and the environment can be fragile, and",,1,1,1,1,1,1.0,619,52,2934.1,0.000124,The primary challenge for collecting physical demonstrations from wheelchair-bound users is that they might have difficulty recovering from a failed manipulatio,
"How many video clips does BDD100K contain, and what is the total number of tasks in its benchmarks?",1805.04687v2.txt,multihop,gpt4o-mini,1,1,1,1,1,1.0,390,22,712.1,7.2e-05,BDD100K contains over 100K diverse video clips and has a total of ten tasks in its benchmarks.,,1,1,1,1,1,1.0,457,21,1042.8,8.1e-05,"BDD100K contains over 100K diverse video clips, and its benchmarks are comprised of ten tasks.",,1,1,1,1,1,1.0,620,19,941.2,0.000104,BDD100K contains over 100K diverse video clips and has benchmarks comprised of ten tasks.,,1,1,1,1,1,1.0,691,21,898.4,0.000116,"BDD100K contains over 100K diverse video clips, and its benchmarks are comprised of ten tasks.",
"What method is the first to find all higher-order interactions of continuous features while controlling the FWER, and what statistic does it use to estimate joint occurrence probabilities?",1702.08694v3.txt,multihop,gpt4o-mini,1,1,1,1,1,1.0,393,37,1415.2,8.1e-05,"The method is called C-Tarone, and it uses rank order statistics to directly estimate the probability of joint occurrence of each feature combination from conti",,1,1,1,1,1,1.0,469,37,1324.6,9.3e-05,"The method is called C-Tarone, and it uses rank order statistics to directly estimate the probability of joint occurrence of each feature combination from conti",,1,1,1,1,1,1.0,752,37,1404.9,0.000135,"The method is called C-Tarone, and it uses rank order statistics to directly estimate the probability of joint occurrence of each feature combination from conti",,1,1,1,1,1,1.0,832,37,1386.4,0.000147,"The method is called C-Tarone, and it uses rank order statistics to directly estimate the probability of joint occurrence of each feature combination from conti",
"What is the weight of a loss in the adaptive weighted sum, and what does this normalize?",1708.06832v3.txt,multihop,gpt4o-mini,1,1,1,1,1,1.0,399,54,1466.0,9.2e-05,The weight of a loss in the adaptive weighted sum is inversely proportional to the empirical mean of the loss on the training set. This normalization allows the,,1,1,1,1,1,1.0,453,54,1432.2,0.0001,The weight of a loss in the adaptive weighted sum is inversely proportional to the empirical mean of the loss on the training set. This normalization allows the,,1,1,1,1,1,1.0,640,54,1413.7,0.000128,The weight of a loss in the adaptive weighted sum is inversely proportional to the empirical mean of the loss on the training set. This normalization allows the,,1,1,1,1,1,1.0,698,53,1458.6,0.000137,The weight of a loss in the adaptive weighted sum is inversely proportional to the empirical mean of the loss on the training set. This normalization leads to l,
"What is the balance factor condition that biases the F-measure toward recall, and what loss do most CNN-based SOD solutions optimize?",1805.07567v2.txt,multihop,gpt4o-mini,1,1,1,1,1,1.0,449,36,2018.1,8.9e-05,The balance factor condition that biases the F-measure toward recall is when β² > 1. Most CNN-based SOD solutions optimize the cross-entropy loss (CELoss).,,1,1,1,1,1,1.0,530,35,1072.4,0.0001,The balance factor condition that biases the F-measure toward recall is when β² > 1. Most CNN-based SOD solutions optimize cross-entropy loss (CELoss).,,1,1,1,1,1,1.0,647,36,1177.0,0.000119,The balance factor condition that biases the F-measure toward recall is when β2 > 1. Most CNN-based SOD solutions optimize the cross-entropy loss (CELoss).,,1,1,1,1,1,1.0,732,36,880.1,0.000131,The balance factor condition that biases the F-measure toward recall is when β2 > 1. Most CNN-based SOD solutions optimize the cross-entropy loss (CELoss).,
