question,expected_source,question_type,model,baseline_acc,baseline_faith,baseline_rel,baseline_rec,baseline_complete,baseline_mrr,baseline_in_tok,baseline_out_tok,baseline_latency_ms,baseline_cost_usd,baseline_answer,baseline_error,+KG_acc,+KG_faith,+KG_rel,+KG_rec,+KG_complete,+KG_mrr,+KG_in_tok,+KG_out_tok,+KG_latency_ms,+KG_cost_usd,+KG_answer,+KG_error,+KGret_acc,+KGret_faith,+KGret_rel,+KGret_rec,+KGret_complete,+KGret_mrr,+KGret_in_tok,+KGret_out_tok,+KGret_latency_ms,+KGret_cost_usd,+KGret_answer,+KGret_error
"How is the Stanford sentiment treebank utilized in binary classification tasks, and what classification type is associated with TREC?",1709.02755v5.txt|1809.02731v3.txt,multihop_cross,llama4-maverick,1,1,1,1.0,1,1.0,477,107,1315.8,0.000136,"The Stanford Sentiment Treebank (SST) is utilized in binary classification tasks as mentioned in [1709.02755v5.txt] (""We use the binary version of SST dataset.""",,1,1,1,1.0,1,1.0,538,84,1315.4,0.000131,"The Stanford Sentiment Treebank (SST) is utilized in binary classification tasks as indicated in the context passage [1709.02755v5.txt], which states that ""We u",,1,1,1,1.0,1,1.0,724,105,1195.9,0.000172,"The Stanford Sentiment Treebank (SST) is utilized in binary classification tasks, as mentioned in [1709.02755v5.txt] (""We use the binary version of SST dataset.",
"How do deep neural network models capture semantic dependencies in natural language, and what privacy concerns arise when using deep neural network models for prediction services?",1802.07459v2.txt|1811.08257v1.txt,multihop_cross,llama4-maverick,1,0,1,0.5,0,1.0,381,56,741.1,9.1e-05,I don't know. The provided context doesn't discuss how deep neural network models capture semantic dependencies in natural language. It does mention some privac,,1,1,1,0.5,0,1.0,454,203,2158.8,0.00019,The provided context and knowledge-graph facts do not directly address how deep neural network models capture semantic dependencies in natural language. However,,1,1,1,1.0,1,1.0,609,159,1667.7,0.000187,"According to the context, deep neural network models capture semantic dependencies in natural language ""through layers of recurrent or convolutional neural netw",
"How does the negative sampling strategy enhance the performance of AMAN in CVR modeling, and what role does it play in the training iterations of RippleNet?",1804.07931v2.txt|1803.03467v4.txt,multihop_cross,llama4-maverick,0,0,1,1.0,1,1.0,374,234,2487.8,0.000197,"According to the context, the negative sampling strategy is mentioned in [1803.03467v4.txt] as being used in RippleNet, following the strategy in (Mikolov et al",,0,1,1,1.0,1,1.0,454,411,3650.2,0.000315,"To answer the given question, we need to analyze the provided context passages and knowledge-graph facts.  The question asks about the role of the negative samp",,0,0,1,1.0,1,1.0,620,124,2069.1,0.000167,I don't know.   The provided context does not contain information about how the negative sampling strategy enhances the performance of AMAN in CVR modeling. How,
"How does the exponential moving average contribute to the unsupervised loss term in the temporal ensemble, and what role does it play in boosting performance during model evaluation?",1805.06431v4.txt|1809.03449v3.txt,multihop_cross,llama4-maverick,0,0,0,0.5,0,1.0,407,81,1608.6,0.00011,I don't know.   The provided context does not directly discuss the contribution of the exponential moving average to the unsupervised loss term in the temporal ,,0,0,0,0.5,0,1.0,473,245,2749.4,0.000218,"To answer the question, we need to analyze the given context passages and knowledge-graph facts.  The first context passage ([1805.06431v4.txt]) mentions that a",,0,0,1,0.5,0,1.0,659,70,747.2,0.000141,I don't know. The provided context does not mention the contribution of the exponential moving average to the unsupervised loss term in the temporal ensemble. I,
"How does gradient back-propagation affect the optimization of deep neural models like DSPR, and what conclusion is drawn about its role in improving information flow in networks?",1611.07718v2.txt|1708.03797v1.txt,multihop_cross,llama4-maverick,0,1,1,0.5,0,1.0,384,125,1531.0,0.000133,"According to the context, DSPR is a deep neural model that stacks many layers, which makes it difficult to optimize the model by gradient back-propagation. This",,0,0,1,0.5,0,1.0,454,228,2764.1,0.000205,"According to the context passage [1708.03797v1.txt], DSPR is a deep neural model that stacks many layers, which makes it difficult to optimize the model by grad",,1,1,1,1.0,1,1.0,634,178,2008.4,0.000202,"According to the context provided in [1708.03797v1.txt], DSPR, being a deep neural model that stacks many layers, is difficult to optimize by gradient back-prop",
"How is dropout applied to non-recurrent connections in the r-LSTM model, and what dropout probability is used for non-recurrent connections in the LSTM cell?",1704.00774v3.txt|1804.07707v2.txt,multihop_cross,llama4-maverick,1,1,1,0.5,0,1.0,457,57,788.3,0.000103,"Dropout is applied to all non-recurrent connections with a probability of 0.5. This is stated in the context of the first text: ""we drop out all non-recurrent c",,1,1,1,0.5,0,1.0,544,57,1696.4,0.000116,"Dropout is applied to all non-recurrent connections in the LSTM cell with a probability of 0.5. This is stated in the passage: ""we drop out all non-recurrent co",,1,1,1,0.5,0,1.0,689,20,753.5,0.000115,Dropout is applied to all non-recurrent connections with a probability of 0.5.,
"How are training and testing sets utilized in constructing noisy training targets, and what method is used to ensure a fair comparison in the performance evaluation of video datasets?",1803.05776v2.txt|1804.04786v3.txt,multihop_cross,llama4-maverick,1,1,1,0.5,0,1.0,395,99,1399.8,0.000119,"For a fair comparison and performance evaluation, the datasets are split into training and testing sets following the same experimental setting as previous work",,1,1,1,0.5,0,1.0,465,202,1810.3,0.000191,"To ensure a fair comparison and performance evaluation, the datasets are split into training and testing sets following the same experimental setting as previou",,1,1,1,0.5,0,1.0,643,172,1884.3,0.0002,"For a fair comparison and performance evaluation, the provided context states that each dataset is split into training and testing sets following the same exper",
"How are pre-trained word vectors utilized in the neural network model for embedding, and what challenges do they present when used with recurrent neural networks like BiLSTM?",1802.07459v2.txt|1809.03449v3.txt,multihop_cross,llama4-maverick,0,0,0,0.0,0,0.0,403,92,866.2,0.000116,The context doesn't directly discuss how pre-trained word vectors are utilized in a neural network model for embedding with recurrent neural networks like BiLST,,0,0,0,0.0,0,0.0,476,226,2225.0,0.000207,The provided context passages and knowledge-graph facts don't directly discuss how pre-trained word vectors are utilized in a neural network model with recurren,,0,0,1,0.0,0,0.0,660,74,984.5,0.000143,I don't know. The provided context doesn't directly discuss how pre-trained word vectors are utilized in a neural network model with recurrent neural networks l,
"How does FALCON evaluate the relu activation function, and what network structure does the BASE model use that includes the relu activation function?",1811.08257v1.txt|1804.07931v2.txt,multihop_cross,llama4-maverick,0,0,1,0.5,0,1.0,447,78,878.2,0.000114,"I don't know. The text doesn't provide information on how FALCON evaluates the ReLU activation function securely, and it also doesn't mention the ""BASE"" model. ",,1,1,1,0.5,0,1.0,520,111,1668.6,0.000145,"According to the context passage, FALCON uses the ReLU activation function, and its evaluation method is given by the equation: f(x) = max(0, x). The knowledge-",,1,1,1,1.0,1,1.0,765,74,1515.3,0.000159,"According to the context, FALCON uses the ReLU activation function as follows: f(x) = max(0, x).  The BASE model uses the ReLU activation function and has a net",
"How is the categorical distribution utilized in segmentation models, and what role does the categorical distribution play in determining attention probabilities?",1811.07073v3.txt|1805.00912v4.txt,multihop_cross,llama4-maverick,1,0,1,0.5,0,1.0,542,140,1395.3,0.000165,"According to the provided context, the categorical distribution is used in segmentation models as a factor in the probability distribution, specifically $p_{m}(",,0,0,1,0.5,0,1.0,626,540,5175.3,0.000418,"To address the question, we need to break it down into parts and analyze the given context passages and knowledge-graph facts.  1. **Utilization of Categorical ",,1,0,1,0.5,0,1.0,752,239,2624.2,0.000256,"According to the provided context, the categorical distribution is used in segmentation models as factors (p_{m}(\boldsymbol{y}_{m}|\boldsymbol{x};\boldsymbol{\",
"How does a mixture density network utilize LSTM layers for error signaling, and what role does the Cholesky Block play in estimating target distributions in relation to a mixture density network?",1603.03833v4.txt|1805.06431v4.txt,multihop_cross,llama4-maverick,1,0,1,1.0,1,1.0,434,180,1821.7,0.000173,"The provided context does not directly explain how a mixture density network utilizes LSTM layers for error signaling. However, it does describe the structure o",,1,1,1,1.0,1,1.0,513,421,3939.1,0.00033,"To address the question, we need to break it down into its components regarding how a mixture density network (MDN) utilizes LSTM layers and the role of the Cho",,0,0,1,1.0,1,1.0,647,506,4487.2,0.000401,"To address the question, we need to break it down into its components regarding the utilization of LSTM layers in a mixture density network (MDN) and the role o",
"How does the VAGER model utilize a linear mapping function to relate embedding similarity to classification parameters, and what role does the linear mapping function $f_{fr}$ play in transforming input orthonormal matrices in the FRMap layers?",1710.06177v2.txt|1611.05742v3.txt,multihop_cross,llama4-maverick,1,1,1,1.0,1,1.0,445,184,2001.3,0.000177,"The VAGER model uses a linear mapping function to map the embedding of a base class to its classification parameters, allowing the embedding similarity between ",,1,1,1,1.0,1,1.0,513,184,1881.5,0.000187,"The VAGER model uses a linear mapping function to map the embedding of a base class to its classification parameters, allowing the embedding similarity between ",,1,1,1,1.0,1,1.0,779,183,1889.2,0.000227,"The VAGER model uses a linear mapping function to map the embedding of a base class to its classification parameters, allowing the embedding similarity between ",
"What tasks are included in the unsupervised evaluation for Semantic Textual Similarity, and how is the correlation of cosine similarity utilized in the unsupervised evaluation for sentence similarity?",1809.02731v3.txt|1703.02507v3.txt,multihop_cross,llama4-maverick,1,1,1,1.0,1,1.0,454,63,864.9,0.000106,The unsupervised tasks include five tasks from SemEval Semantic Textual Similarity (STS) in 2012-2016 and the SemEval2014 Semantic Relatedness task (SICK-R). In,,1,1,1,1.0,1,1.0,525,75,1992.7,0.000124,The unsupervised evaluation tasks include five tasks from SemEval Semantic Textual Similarity (STS) in 2012-2016 and the SemEval2014 Semantic Relatedness task (,,1,1,1,1.0,1,1.0,687,63,922.1,0.000141,The unsupervised tasks include five tasks from SemEval Semantic Textual Similarity (STS) in 2012-2016 and the SemEval2014 Semantic Relatedness task (SICK-R). In,
"How have Recurrent Neural Networks (RNNs) been applied in time series forecasting, and what challenge does multivariate time series forecasting face regarding variable dependencies?",1706.03847v3.txt|1703.07015v3.txt,multihop_cross,llama4-maverick,1,1,1,0.5,0,1.0,414,129,1329.0,0.000139,"According to the context, RNNs have been applied in time series forecasting, initially using naive RNN models and later in hybrid models combining ARIMA and Mul",,1,1,1,0.5,0,1.0,501,215,2225.5,0.000204,"Recurrent Neural Networks (RNNs) have been applied in time series forecasting in various ways, ranging from early naive RNN models to more recent combinations w",,1,1,1,0.5,0,1.0,709,181,1964.8,0.000215,"Recurrent Neural Networks (RNNs) have been applied in time series forecasting in various ways, ranging from naive RNN models to more complex combinations such a",
"What challenges do ARIMA models face in high dimensional multivariate time series forecasting due to high computational cost, and how does the generative adversarial network (GAN) also relate to high computational cost in its performance of untargeted attacks?",1703.07015v3.txt|1803.01128v3.txt,multihop_cross,llama4-maverick,1,0,1,0.5,0,0.5,406,103,1284.5,0.000123,"According to the context, ARIMA models face challenges in high dimensional multivariate time series forecasting due to their high computational cost. However, t",,1,0,1,0.5,0,0.5,471,157,1593.7,0.000165,"According to the provided context and knowledge-graph facts, ARIMA models face challenges in high dimensional multivariate time series forecasting due to their ",,1,1,1,1.0,1,0.5,677,143,1455.5,0.000187,ARIMA models face challenges in high dimensional multivariate time series forecasting due to their high computational cost. According to the context provided in,
"How does the performance on the unseen imagenet validation set relate to the construction of Imagenet-Random, and what role does the imagenet validation set play in the k-shot learning scenario?",1705.08016v3.txt|1710.06177v2.txt,multihop_cross,llama4-maverick,1,0,1,1.0,1,1.0,462,381,7628.8,0.000298,"To answer the question, we need to break it down into parts based on the provided context from the two given texts.  1. **How does the performance on the unseen",,1,1,1,1.0,1,1.0,547,416,4701.2,0.000332,"To address the question, we need to break it down into its components regarding the performance on the unseen ImageNet validation set, the construction of Image",,1,1,1,1.0,1,1.0,706,312,3794.9,0.000293,"To answer the question, we need to analyze the provided context from the given text files.  From [1705.08016v3.txt], we understand that the performance on the u",
"How does the attention-based listwise loss improve model efficiency compared to traditional listwise loss functions, and what issue do the new family of listwise loss functions aim to address regarding the gradients of negative samples?",1804.05936v2.txt|1706.03847v3.txt,multihop_cross,llama4-maverick,1,0,1,1.0,1,1.0,435,163,1651.2,0.000163,"The provided context does not directly compare the efficiency of attention-based listwise loss to traditional listwise loss functions. However, it does mention ",,1,1,1,1.0,1,1.0,501,197,2003.5,0.000193,"According to the knowledge-graph facts, ""attention rank has efficiency"". This suggests that the attention-based listwise loss, referred to as ""Attention Rank"" i",,1,0,1,1.0,1,1.0,750,183,1976.9,0.000222,"The provided context doesn't directly compare the efficiency of attention-based listwise loss to traditional listwise loss functions. However, it does mention a",
"How is one convolutional layer utilized in feature encoding with residual blocks, and what role does one convolutional layer play in generating a fixed-length vector in a basic CNN model?",1706.04284v3.txt|1709.08294v3.txt,multihop_cross,llama4-maverick,0,1,1,0.5,0,1.0,459,90,959.7,0.000123,"According to the context, one convolutional layer is utilized in feature encoding with a residual block as follows: ""one convolutional layer plus one residual b",,1,0,1,0.5,0,1.0,542,181,1871.1,0.00019,"According to the context passage [1706.04284v3.txt], one convolutional layer is utilized in feature encoding with residual blocks as follows: ""Feature Encoding:",,0,0,1,1.0,1,1.0,794,376,3627.7,0.000345,"To address the question, we need to break it down into its components regarding the utilization of a convolutional layer in feature encoding with residual block",
"How is reconstruction accuracy measured in shape-from-silhouette, and what does Factorize-Recover achieve in terms of reconstruction accuracy when applied to compressed data?",1812.00281v3.txt|1706.08146v3.txt,multihop_cross,llama4-maverick,0,0,1,0.5,0,1.0,403,65,1142.9,9.9e-05,"I don't know. The provided context does not mention shape-from-silhouette, and it discusses reconstruction error in the context of matrix and tensor factorizati",,0,0,1,0.5,0,1.0,484,62,1094.4,0.00011,"I don't know.   The provided context passages and knowledge-graph facts do not mention ""shape-from-silhouette."" The context passages do discuss reconstruction e",,1,1,1,1.0,1,1.0,755,106,1494.5,0.000177,"According to the provided context, reconstruction accuracy in shape-from-silhouette is measured by the closest point distance from the 3D garment surface recons",
"What benefits do element-wise operations provide in handling large data, and how do they contribute to better GPU utilization in the SRU model?",1803.04572v2.txt|1709.02755v5.txt,multihop_cross,llama4-maverick,1,0,1,0.5,0,1.0,394,114,1274.9,0.000127,"According to the context, assembling all element-wise operations of both directions in SRU achieves better GPU utilization. This implies that element-wise opera",,1,1,1,0.5,0,1.0,473,138,1636.0,0.000154,"According to the context passage, element-wise operations in the SRU model achieve better GPU utilization by assembling all element-wise operations of both dire",,1,1,1,0.5,0,1.0,641,124,1465.2,0.000171,"According to the context, assembling all element-wise operations of both directions in SRU achieves better GPU utilization. This suggests that element-wise oper",
"What efficient protocols does SecureML propose for training machine learning models, and how are graphs utilized in regularizing machine learning models?",1811.08257v1.txt|1710.05654v2.txt,multihop_cross,llama4-maverick,0,1,1,0.5,0,1.0,461,97,1119.0,0.000127,"According to the provided context, SecureML mainly used secure two-party computation to train various models, and Paillier cryptosystem was used to accelerate s",,0,0,1,0.5,0,1.0,537,192,2322.4,0.000196,"According to the context passage [1811.08257v1.txt], SecureML proposes using secure two-party computation and Paillier cryptosystem to train various models, inc",,0,1,1,1.0,1,1.0,677,245,2758.1,0.000249,"SecureML uses secure two-party computation and Paillier cryptosystem to train various models. However, the provided context does not directly state that SecureM",
"How does the curse of dimensionality affect the feasibility of word embeddings in optimization problems, and what challenges does it pose when taking photos of geometric objects under varying conditions?",1803.01128v3.txt|1804.00863v3.txt,multihop_cross,llama4-maverick,1,0,1,0.5,0,0.5,404,79,1263.1,0.000108,"According to the context, the curse of dimensionality affects the feasibility of word embeddings in optimization problems by making the final solution potential",,1,1,1,0.5,0,0.5,481,119,1428.3,0.000144,The curse of dimensionality affects the feasibility of word embeddings in optimization problems by making the nearest neighbor of the solution potentially far a,,1,0,1,0.5,0,0.5,645,171,1639.0,0.000199,"The provided context does not mention taking photos of geometric objects under varying conditions. However, it does discuss the curse of dimensionality in the c",
"How does the concatenation of ID embedding and averaged word embedding provide more useful information for recommendation, and what is the relationship between higher entropy predictions and classification performance in θp?",1803.03467v4.txt|1906.06589v3.txt,multihop_cross,llama4-maverick,1,1,1,1.0,1,1.0,462,100,1046.0,0.000129,"According to the context, the concatenation of ID embedding and averaged word embedding provides more useful information for recommendation because news titles ",,1,1,1,1.0,1,1.0,543,105,1400.3,0.000144,"According to the context passages, concatenating the ID embedding of a piece of news and the averaged word embedding of its title provides more useful informati",,1,1,1,1.0,1,1.0,694,107,1131.2,0.000168,"According to the context, the concatenation of ID embedding and averaged word embedding provides more useful information for recommendation because news titles ",
"How does the accuracy of positional information from a Kinect sensor affect object manipulation, and what role does positional information play in extracting inter-word semantic connections in a MRC model?",1603.03833v4.txt|1809.03449v3.txt,multihop_cross,llama4-maverick,1,1,1,1.0,1,1.0,407,114,1151.8,0.000129,The accuracy of positional information from a Kinect sensor affects object manipulation in that limited sensor accuracy can lead to noise in the position of obj,,0,1,1,1.0,1,1.0,485,260,2558.7,0.000229,"The accuracy of positional information from a Kinect sensor affects object manipulation as it is limited in accuracy, which can lead to noise in the position of",,1,1,1,1.0,1,1.0,696,155,1751.8,0.000197,The accuracy of positional information from a Kinect sensor affects object manipulation in that limited sensor accuracy can lead to noise in the position of obj,
"How does the availability of training data affect the prediction performance of Gaussian processes, and what role do correlations play in improving the prediction performance of WeakFG?",1803.05776v2.txt|1611.04363v2.txt,multihop_cross,llama4-maverick,1,1,1,1.0,1,1.0,376,116,1679.8,0.000126,"According to the context, for Gaussian processes, a limited number of observations (i.e., lack of sufficient training data) which may be further corrupted with ",,1,1,1,1.0,1,1.0,453,205,3799.5,0.000191,"According to the context passages, the availability of training data significantly affects the prediction performance of Gaussian processes (GP). When there is ",,1,1,1,1.0,1,1.0,653,174,2345.2,0.000202,"According to the context, Gaussian processes require a sufficient number of reliable observations to make accurate predictions. When the number of observations ",
"How does training deep networks with structured layers improve performance, and what challenges arise in generalization when training deep networks on limited data?",1805.06447v3.txt|1611.05742v3.txt,multihop_cross,llama4-maverick,1,1,1,0.5,0,0.5,408,188,1701.9,0.000174,"According to the context, training deep networks on large-scale datasets allows them to learn representations that are useful across various tasks. However, dee",,1,1,1,0.5,0,0.5,486,138,1569.8,0.000156,"Training deep networks with structured layers, such as those using identity mapping or bypass paths as seen in ResNet and its variants (e.g., wide residual netw",,1,1,1,0.5,0,0.5,647,147,1884.4,0.000185,"Training deep networks on large-scale datasets allows them to learn representations that are generically useful across various tasks. However, deep networks can",
"How is the discrimination of the classifier h measured when using support vector machine, and what role does support vector data description play in fault diagnosis?",1703.00060v2.txt|1709.00139v4.txt,multihop_cross,llama4-maverick,1,1,1,1.0,1,1.0,423,124,1194.6,0.000138,"According to the context, when using a classifier h learned from training data (and support vector machine is one of the classifiers used), the discrimination i",,1,1,1,1.0,1,1.0,494,319,7090.9,0.000266,"To answer the question, we need to break it down into two parts: (1) How is the discrimination of the classifier h measured when using support vector machine? a",,1,1,1,1.0,1,1.0,752,123,1229.8,0.000187,"According to the context, when using a classifier h (which can be a support vector machine, SVM), the discrimination is measured as DE𝒟h (DE subscript 𝒟h).   Su",
